THOR_DATA_VIET_ID,COUNTRYFLYINGMISSION,MILSERVICE,MSNDATE,SOURCEID,SOURCERECORD,VALID_AIRCRAFT_ROOT,TAKEOFFLOCATION,TGTLATDD_DDD_WGS84,TGTLONDDD_DDD_WGS84,TGTTYPE,NUMWEAPONSDELIVERED,TIMEONTARGET,WEAPONTYPE,WEAPONTYPECLASS,WEAPONTYPEWEIGHT,AIRCRAFT_ORIGINAL,AIRCRAFT_ROOT,AIRFORCEGROUP,AIRFORCESQDN,CALLSIGN,FLTHOURS,MFUNC,MFUNC_DESC,MISSIONID,NUMOFACFT,OPERATIONSUPPORTED,PERIODOFDAY,UNIT,TGTCLOUDCOVER,TGTCONTROL,TGTCOUNTRY,TGTID,TGTORIGCOORDS,TGTORIGCOORDSFORMAT,TGTWEATHER,ADDITIONALINFO,GEOZONE,ID,MFUNC_DESC_CLASS,NUMWEAPONSJETTISONED,NUMWEAPONSRETURNED,RELEASEALTITUDE,RELEASEFLTSPEED,RESULTSBDA,TIMEOFFTARGET,WEAPONSLOADEDWEIGHT
186953,AUSTRALIA,RAAF,1970-02-10,241675,SEADAB,B-57,PHAN RANG,10.980833,107.597222,,6,1132.0,M117 GP BOMB (750) LD,,750,B57,B57,,,,12,5.0,CLOSE AIR SUPPORT,5227,1,,D,35TFW,,,SOUTH VIETNAM,,105851N1073550E,DDMMSSN DDDMMSSE,,UNIT: 35TFW - CALLSIGN:,YS,26730074,KINETIC,-1,-1,,,TARGET,1132.0,49200
187007,AUSTRALIA,RAAF,1971-01-09,241729,SEADAB,B-57,PHAN RANG,16.510832999999998,107.217777,,3,805.0,,,0,B57,B57,,,MP    41,15,5.0,CLOSE AIR SUPPORT,6131,1,,D,2RAF,,,SOUTH VIETNAM,,163039N1071304E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    41,VC,26730128,KINETIC,-1,-1,,,,805.0,24600
187155,AUSTRALIA,RAAF,1970-10-18,241877,SEADAB,B-57,PHAN RANG,10.198888,106.308333,,0,836.0,,,0,B57,B57,,,MP    21,15,5.0,CLOSE AIR SUPPORT,6195,1,,D,2RAF,,,SOUTH VIETNAM,,101156N1061830E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    21,XS,26730276,KINETIC,-1,-1,,,,836.0,0
187190,AUSTRALIA,RAAF,1970-04-29,241912,SEADAB,B-57,PHAN RANG,10.996666,107.662222,,0,935.0,,,0,B57,B57,,,MP    81,11,5.0,CLOSE AIR SUPPORT,5231,1,,D,2RAF,,,SOUTH VIETNAM,,105948N1073944E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    81,ZS,26730311,KINETIC,-1,-1,,,,935.0,0
187447,AUSTRALIA,RAAF,1970-05-04,242169,SEADAB,B-57,PHAN RANG,9.587222,106.359722,,6,1423.0,,,0,B57,B57,,,MP    11,17,5.0,CLOSE AIR SUPPORT,5000,1,,D,2RAF,,,SOUTH VIETNAM,,093514N1062135E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    11,XR,26730568,KINETIC,-1,-1,,,,1423.0,49200
187616,AUSTRALIA,RAAF,1970-09-14,242338,SEADAB,A-4,TAN SON NHUT,,,,0,800.0,,,0,A4,A4,,,,0,97.0,OTHER,7458,6,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,26730737,NONKINETIC,-1,-1,,,,800.0,0
187647,AUSTRALIA,RAAF,1970-07-17,242369,SEADAB,B-57,PHAN RANG,10.505555,106.041944,FOX HOLES,0,950.0,,,0,B57,B57,,,MP    31,15,5.0,CLOSE AIR SUPPORT,5006,1,,D,2RAF,,,SOUTH VIETNAM,,103020N1060231E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    31,XS,26730768,KINETIC,-1,-1,,,DESTROYED,950.0,0
187712,AUSTRALIA,RAAF,1971-02-27,242434,SEADAB,B-57,PHAN RANG,11.755,103.164444,,6,2340.0,,,0,B57,B57,,,MAGPIE,19,5.0,CLOSE AIR SUPPORT,6126,1,,N,2RAF,,,SOUTH VIETNAM,,114518N1030952E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MAGPIE,TT,26730833,KINETIC,-1,-1,,,,2340.0,49200
187796,AUSTRALIA,RAAF,1970-04-04,242518,SEADAB,B-57,PHAN RANG,10.627222,107.178333,,4,1418.0,,,0,B57,B57,,,MP    71,17,5.0,CLOSE AIR SUPPORT,5248,1,,D,2RAF,,,SOUTH VIETNAM,,103738N1071042E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    71,YS,26730917,KINETIC,-1,-1,,,,1418.0,4800
187873,AUSTRALIA,RAAF,1970-02-04,242595,SEADAB,B-57,PHAN RANG,11.288611,107.1,TRAILS,0,1435.0,,,0,B57,B57,,,MGP41,20,5.0,CLOSE AIR SUPPORT,5801,1,,D,2RAF,,,SOUTH VIETNAM,,111719N1070600E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MGP41,YT,26730994,KINETIC,-1,-1,,,CUT,1435.0,0
187992,AUSTRALIA,RAAF,1970-12-20,261018,SEADAB,B-57,PHAN RANG,15.2075,108.401666,,3,1025.0,,,0,B57,B57,,,MP    31,23,5.0,CLOSE AIR SUPPORT,6128,1,,D,2RAF,,,SOUTH VIETNAM,,151227N1082406E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    31,ZB,26749417,KINETIC,-1,-1,,,,1025.0,24600
188080,AUSTRALIA,RAAF,1970-09-11,261106,SEADAB,B-57,PHAN RANG,9.591944,104.960833,,0,848.0,,,0,B57,B57,,,MP    11,18,5.0,CLOSE AIR SUPPORT,6194,1,,D,2RAF,,,SOUTH VIETNAM,,093531N1045739E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    11,VR,26749505,KINETIC,-1,-1,,,,848.0,0
188117,AUSTRALIA,RAAF,1970-06-11,261143,SEADAB,B-57,PHAN RANG,9.915,106.02638799999998,,0,925.0,,,0,B57,B57,,,MP    31,18,5.0,CLOSE AIR SUPPORT,5012,1,,D,2RAF,,,SOUTH VIETNAM,,095454N1060135E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    31,XS,26749542,KINETIC,-1,-1,,,,925.0,0
188293,AUSTRALIA,RAAF,1970-01-24,261319,SEADAB,B-57,PHAN RANG,9.621666,105.136666,,0,942.0,,,0,B57,B57,,,MGP41,24,5.0,CLOSE AIR SUPPORT,5018,1,,D,2RAF,,,SOUTH VIETNAM,,093718N1050812E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MGP41,WT,26749718,KINETIC,-1,-1,,,DAMAGED,942.0,0
188397,AUSTRALIA,RAAF,1971-03-05,261423,SEADAB,B-57,PHAN RANG,16.101944,107.350555,AA SITE,0,105.0,,,0,B57,B57,,,MP,24,5.0,CLOSE AIR SUPPORT,6102,1,,D,2RAF,,,SOUTH VIETNAM,,160607N1072102E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP,VC,26749822,KINETIC,-1,-1,,,DESTROYED,105.0,0
188678,AUSTRALIA,RAAF,1970-03-07,261704,SEADAB,B-57,PHAN RANG,10.999444,107.658611,,6,1500.0,,,0,B57,B57,,,MP81,21,5.0,CLOSE AIR SUPPORT,5230,1,,D,2RAF,,,SOUTH VIETNAM,,105958N1073931E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP81,ZS,26750103,KINETIC,-1,-1,,,,1500.0,49200
188723,AUSTRALIA,RAAF,1971-02-26,261749,SEADAB,B-57,PHAN RANG,16.261388,107.230833,,0,1100.0,,,0,B57,B57,,,MAGPIE31,22,5.0,CLOSE AIR SUPPORT,6105,1,,D,2RAF,,,SOUTH VIETNAM,,161541N1071351E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MAGPIE31,VC,26750148,KINETIC,-1,-1,,,,1100.0,0
188975,AUSTRALIA,RAAF,1970-05-13,262001,SEADAB,B-57,PHAN RANG,11.755,103.164444,ROADS\HIGHWAYS,0,1533.0,,,0,B57,B57,,,MP    81,24,5.0,CLOSE AIR SUPPORT,6423,1,,D,2RAF,,,SOUTH VIETNAM,,114518N1030952E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    81,TT,26750400,KINETIC,-1,-1,,,SLIDES,1533.0,0
189649,AUSTRALIA,RAAF,1971-03-04,262675,SEADAB,B-57,PHAN RANG,16.743888000000002,106.769444,,6,1546.0,,,0,B57,B57,,,MAGPIE,20,5.0,CLOSE AIR SUPPORT,6175,1,,N,2RAF,,,SOUTH VIETNAM,,164438N1064610E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MAGPIE,VC,26751074,KINETIC,-1,-1,,,,1546.0,49200
189886,AUSTRALIA,RAAF,1971-05-10,262912,SEADAB,A-4,TAN SON NHUT,,,,0,800.0,,,0,A4,A4,,,,0,97.0,OTHER,0976,6,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,26751311,NONKINETIC,-1,-1,,,,800.0,0
189891,AUSTRALIA,RAAF,1970-06-25,262917,SEADAB,A-4,TAN SON NHUT,,,,406,800.0,PASSENGERS,,0,A4,A4,,,,212,46.0,COMBT TROOP CARRYING,7450,23,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,26751316,NONKINETIC,-1,-1,,,,800.0,0
190136,AUSTRALIA,RAAF,1971-03-24,263162,SEADAB,B-57,PHAN RANG,16.431666,107.191666,,3,1406.0,,,0,B57,B57,,,MP    71,17,5.0,CLOSE AIR SUPPORT,6199,1,,N,2RAF,,,SOUTH VIETNAM,,162554N1071130E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    71,VC,26751561,KINETIC,-1,-1,,,,1406.0,24600
190446,AUSTRALIA,RAAF,1972-01-21,263472,SEADAB,A-4,TAN SON NHUT,,,,0,800.0,,,0,A4,A4,,,,30,97.0,OTHER,0945,6,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,26751871,NONKINETIC,-1,-1,,,,800.0,0
190602,AUSTRALIA,RAAF,1970-08-01,263628,SEADAB,B-57,PHAN RANG,11.471666,107.246111,LANDING ZONE PREP,6,1649.0,M117 GP BOMB (750) LD,,750,B57,B57,,,MP    91,22,5.0,CLOSE AIR SUPPORT,6353,1,,D,2RAF,,,SOUTH VIETNAM,,112818N1071446E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    91,YT,26752027,KINETIC,-1,-1,,,TARGET,1649.0,49200
190621,AUSTRALIA,RAAF,1971-08-14,263647,SEADAB,A-4,TAN SON NHUT,,,,70,800.0,CARGO (TONS),,0,A4,A4,,,,20,47.0,COMBT CARGO CARRYING,0962,5,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,26752046,NONKINETIC,-1,-1,,,,800.0,0
191252,AUSTRALIA,RAAF,1970-03-01,264278,SEADAB,B-57,PHAN RANG,9.877222,106.65916599999998,,6,835.0,,,0,B57,B57,,,,17,5.0,CLOSE AIR SUPPORT,5002,1,,D,2RAF,,,SOUTH VIETNAM,,095238N1063933E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN:,XS,26752677,KINETIC,-1,-1,,,,835.0,49200
191320,AUSTRALIA,RAAF,1970-09-29,264346,SEADAB,B-57,PHAN RANG,,,,0,0.0,,,0,B57,B57,,,MP    81,0,,,6198,1,,,2RAF,,,SOUTH VIETNAM,,,,,UNIT: 2RAF - CALLSIGN: MP    81,,26752745,NONKINETIC,-1,-1,,,,0.0,0
191441,AUSTRALIA,RAAF,1970-12-05,264467,SEADAB,B-57,PHAN RANG,9.580833,105.042777,,6,720.0,,,0,B57G,B57,,,MP    21,14,5.0,CLOSE AIR SUPPORT,6103,1,,D,2RAF,,,SOUTH VIETNAM,,093451N1050234E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    21,WT,26752866,KINETIC,-1,-1,,,,720.0,49200
191595,AUSTRALIA,RAAF,1970-07-22,264621,SEADAB,B-57,PHAN RANG,9.750555,106.221944,,0,1005.0,,,0,B57,B57,,,MP    41,15,5.0,CLOSE AIR SUPPORT,5013,1,,D,2RAF,,,SOUTH VIETNAM,,094502N1061319E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    41,XR,26753020,KINETIC,-1,-1,,,,1005.0,0
191823,AUSTRALIA,RAAF,1970-04-06,264849,SEADAB,B-57,PHAN RANG,9.854166,106.527777,,2,920.0,,,0,B57,B57,,,MP    11,18,5.0,CLOSE AIR SUPPORT,5000,1,,D,2RAF,,,SOUTH VIETNAM,,095115N1063140E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    11,XS,26753248,KINETIC,-1,-1,,,,920.0,16400
191829,AUSTRALIA,RAAF,1971-04-05,264855,SEADAB,B-57,PHAN RANG,14.62,107.631111,CONFIRM ENEMY LOC,0,535.0,,,0,B57,B57,,,MAGPIE21,15,5.0,CLOSE AIR SUPPORT,6103,1,,D,2RAF,,,SOUTH VIETNAM,,143712N1073752E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MAGPIE21,ZB,26753254,KINETIC,-1,-1,,,RNO ****,535.0,0
191953,AUSTRALIA,RAAF,1970-05-23,264979,SEADAB,B-57,PHAN RANG,10.546111,107.134166,CONFIRM ENEMY LOC,6,1017.0,M117 GP BOMB (750) LD,,750,B57,B57,,,MP    51,10,5.0,CLOSE AIR SUPPORT,5215,1,,D,2RAF,,,SOUTH VIETNAM,,103246N1070803E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    51,YS,26753378,KINETIC,-1,-1,,,TARGET,1017.0,49200
192029,AUSTRALIA,RAAF,1970-02-16,265055,SEADAB,B-57,PHAN RANG,9.598055,105.0375,,6,817.0,,,0,B57,B57,,,,17,5.0,CLOSE AIR SUPPORT,5003,1,,D,2RAF,,,SOUTH VIETNAM,,093553N1050215E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN:,WT,26753454,KINETIC,-1,-1,,,,817.0,49200
192137,AUSTRALIA,RAAF,1972-01-26,265163,SEADAB,A-4,TAN SON NHUT,,,,0,800.0,,,0,A4,A4,,,,10,97.0,OTHER,0939,3,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,26753562,NONKINETIC,-1,-1,,,,800.0,0
192175,AUSTRALIA,RAAF,1971-03-19,265201,SEADAB,A-4,TAN SON NHUT,,,,546,800.0,PASSENGERS,,0,A4,A4,,,,180,46.0,COMBT TROOP CARRYING,7583,31,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,26753600,NONKINETIC,-1,-1,,,,800.0,0
192736,AUSTRALIA,RAAF,1970-08-10,283956,SEADAB,B-57,PHAN RANG,,,,0,1520.0,,,0,B57,B57,,,MP    61,11,5.0,CLOSE AIR SUPPORT,6310,1,,D,2RAF,,,SOUTH VIETNAM,,,,,UNIT: 2RAF - CALLSIGN: MP    61,,26772355,KINETIC,-1,-1,,,,1520.0,0
193085,AUSTRALIA,RAAF,1970-05-29,284305,SEADAB,A-4,TAN SON NHUT,,,,397,800.0,PASSENGERS,,0,A4,A4,,,,167,46.0,COMBT TROOP CARRYING,7460,24,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,26772704,NONKINETIC,-1,-1,,,,800.0,0
193333,AUSTRALIA,RAAF,1970-11-30,284553,SEADAB,B-57,PHAN RANG,14.954444,108.565277,,6,1330.0,,,0,B57,B57,,,MP    51,16,5.0,CLOSE AIR SUPPORT,6104,2,,D,2RAF,,,SOUTH VIETNAM,,145716N1083355E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    51,BS,26772952,KINETIC,-1,-1,,,,1330.0,49200
193479,AUSTRALIA,RAAF,1970-03-22,284699,SEADAB,A-4,TAN SON NHUT,,,,265,800.0,PASSENGERS,,0,A4,A4,,,,171,46.0,COMBT TROOP CARRYING,7200,11,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,26773098,NONKINETIC,-1,-1,,,,800.0,0
193511,AUSTRALIA,RAAF,1970-01-20,284731,SEADAB,B-57,PHAN RANG,9.535833,104.857777,SAMPANS,0,1645.0,,,0,B57,B57,,,MGP71,22,5.0,CLOSE AIR SUPPORT,5022,1,,D,2RAF,,,SOUTH VIETNAM,,093209N1045128E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MGP71,VR,26773130,KINETIC,-1,-1,,,DESTROYED,1645.0,0
193858,AUSTRALIA,RAAF,1970-05-20,285078,SEADAB,B-57,PHAN RANG,9.915833,106.058333,,0,930.0,,,0,B57,B57,,,MP    21,19,5.0,CLOSE AIR SUPPORT,5000,1,,D,2RAF,,,SOUTH VIETNAM,,095457N1060330E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    21,XS,26773477,KINETIC,-1,-1,,,DESTROYED,930.0,0
193963,AUSTRALIA,RAAF,1970-06-17,285183,SEADAB,B-57,PHAN RANG,10.179166,106.285555,,6,925.0,,,0,B57,B57,,,MP    21,14,5.0,CLOSE AIR SUPPORT,5000,1,,D,2RAF,,,SOUTH VIETNAM,,101045N1061708E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    21,XS,26773582,KINETIC,-1,-1,,,,925.0,49200
194275,AUSTRALIA,RAAF,1970-01-11,285495,SEADAB,A-4,TAN SON NHUT,,,,0,800.0,,,0,A4,A4,,,,0,97.0,OTHER,7201,0,,D,RAF,,,,,,,,UNIT: RAF - CALLSIGN:,,26773894,NONKINETIC,-1,-1,,,,800.0,0
194478,AUSTRALIA,RAAF,1970-12-26,285698,SEADAB,B-57,PHAN RANG,16.567777,106.831666,,3,405.0,,,0,B57,B57,,,MP    91,24,5.0,CLOSE AIR SUPPORT,6117,1,,N,2RAF,,,SOUTH VIETNAM,,163404N1064954E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    91,VC,26774097,KINETIC,-1,-1,,,,405.0,24600
194542,AUSTRALIA,RAAF,1970-04-19,285762,SEADAB,B-57,PHAN RANG,11.550833,107.628888,CONFIRM ENEMY LOC,6,1154.0,M117 GP BOMB (750) LD,,750,B57,B57,,,MP    61,22,5.0,CLOSE AIR SUPPORT,5227,1,,D,2RAF,,,SOUTH VIETNAM,,113303N1073744E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    61,ZT,26774161,KINETIC,-1,-1,,,TARGET,1154.0,49200
194628,AUSTRALIA,RAAF,1970-03-05,285848,SEADAB,B-57,PHAN RANG,9.175833,104.992777,,0,1120.0,,,0,B57,B57,,,MP41,20,5.0,CLOSE AIR SUPPORT,5024,1,,D,2RAF,,,SOUTH VIETNAM,,091033N1045934E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP41,VR,26774247,KINETIC,-1,-1,,,,1120.0,0
194785,AUSTRALIA,RAAF,1970-10-07,286005,SEADAB,B-57,PHAN RANG,9.816111,105.264444,,0,1050.0,,,0,B57,B57,,,MP    61,17,5.0,CLOSE AIR SUPPORT,6108,1,,D,2RAF,,,SOUTH VIETNAM,,094858N1051552E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    61,WS,26774404,KINETIC,-1,-1,,,,1050.0,0
194835,AUSTRALIA,RAAF,1970-09-21,286055,SEADAB,B-57,PHAN RANG,9.008333,105.059166,,0,950.0,,,0,B57,B57,,,MP    11,20,5.0,CLOSE AIR SUPPORT,6194,1,,D,2RAF,,,SOUTH VIETNAM,,090030N1050333E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    11,WT,26774454,KINETIC,-1,-1,,,DESTROYED,950.0,0
194937,AUSTRALIA,RAAF,1970-01-09,286157,SEADAB,B-57,PHAN RANG,9.533055,105.0475,,0,907.0,,,0,B57,B57,,,MGP21,21,3.0,AIR INTERDICTION,5003,1,,D,2RAF,,,SOUTH VIETNAM,,093159N1050251E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MGP21,WT,26774556,KINETIC,-1,-1,,,,907.0,0
195549,AUSTRALIA,RAAF,1970-12-26,286769,SEADAB,B-57,PHAN RANG,16.195,107.648055,,3,40.0,,,0,B57,B57,,,MP    61,20,5.0,CLOSE AIR SUPPORT,6111,1,,N,2RAF,,,SOUTH VIETNAM,,161142N1073853E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    61,BU,26775168,KINETIC,-1,-1,,,,40.0,24600
195572,AUSTRALIA,RAAF,1970-03-09,286792,SEADAB,B-57,PHAN RANG,,,,0,0.0,,,0,B57,B57,,,MP31,0,,,5006,1,,,2RAF,,,SOUTH VIETNAM,,,,,UNIT: 2RAF - CALLSIGN: MP31,,26775191,NONKINETIC,-1,-1,,,,0.0,0
195710,AUSTRALIA,RAAF,1970-05-27,286930,SEADAB,A-4,TAN SON NHUT,,,,212,800.0,CARGO (TONS),,0,A4,A4,,,,0,47.0,COMBT CARGO CARRYING,7201,7,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,26775329,NONKINETIC,-1,-1,,,,800.0,0
195734,AUSTRALIA,RAAF,1971-01-21,286954,SEADAB,B-57,PHAN RANG,15.338055,108.069722,BASE CAMP AREA,0,1330.0,,,0,B57,B57,,,MP    71,17,5.0,CLOSE AIR SUPPORT,6117,1,,D,2RAF,,,SOUTH VIETNAM,,152017N1080411E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    71,ZB,26775353,KINETIC,-1,-1,,,SEC EXPLOSION,1330.0,0
195922,AUSTRALIA,RAAF,1970-07-07,287142,SEADAB,B-57,PHAN RANG,10.5,106.02361100000002,,0,854.0,,,0,B57,B57,,,MP    21,14,5.0,CLOSE AIR SUPPORT,5000,1,,D,2RAF,,,SOUTH VIETNAM,,103000N1060125E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    21,XS,26775541,KINETIC,-1,-1,,,,854.0,0
196298,AUSTRALIA,RAAF,1970-09-04,287518,SEADAB,B-57,PHAN RANG,10.416111,106.017777,,0,1020.0,,,0,B57,B57,,,MP    41,14,5.0,CLOSE AIR SUPPORT,6193,1,,D,2RAF,,,SOUTH VIETNAM,,102458N1060104E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    41,XS,26775917,KINETIC,-1,-1,,,,1020.0,0
196396,AUSTRALIA,RAAF,1970-04-18,287616,SEADAB,B-57,PHAN RANG,10.229722,106.305833,,0,1025.0,,,0,B57,B57,,,MP    11,15,5.0,CLOSE AIR SUPPORT,5000,1,,D,2RAF,,,SOUTH VIETNAM,,101347N1061821E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    11,XS,26776015,KINETIC,-1,-1,,,,1025.0,0
196606,AUSTRALIA,RAAF,1970-08-25,306165,SEADAB,B-57,PHAN RANG,11.355555,107.202222,LANDING ZONE PREP,0,1437.0,,,0,B57,B57,,,MP    61,12,5.0,CLOSE AIR SUPPORT,6311,1,,D,2RAF,,,SOUTH VIETNAM,,112120N1071208E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    61,YT,26794564,KINETIC,-1,-1,,,NODAMAGE MISS,1437.0,0
196807,AUSTRALIA,RAAF,1970-11-21,306366,SEADAB,B-57,PHAN RANG,13.043333,109.08888799999998,CONFIRM ENEMY LOC,0,1432.0,,,0,B57G,B57,,,MP    71,12,5.0,CLOSE AIR SUPPORT,6103,1,,D,2RAF,,,SOUTH VIETNAM,,130236N1090520E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    71,BQ,26794765,KINETIC,-1,-1,,,RNO WEATHER,1432.0,0
196925,AUSTRALIA,RAAF,1970-12-26,306484,SEADAB,B-57,PHAN RANG,16.308888,107.292222,,0,726.0,,,0,B57,B57,,,MP    41,14,5.0,CLOSE AIR SUPPORT,6124,1,,D,2RAF,,,SOUTH VIETNAM,,161832N1071732E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    41,VC,26794883,KINETIC,-1,-1,,,RNO NONVISUAL,726.0,0
197027,AUSTRALIA,RAAF,1970-03-31,306586,SEADAB,B-57,PHAN RANG,11.53,107.185277,,4,1358.0,M117 GP BOMB (750) LD,,750,B57,B57,,,MP    61,11,5.0,CLOSE AIR SUPPORT,5248,1,,D,2RAF,,,SOUTH VIETNAM,,113148N1071107E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    61,YT,26794985,KINETIC,-1,-1,,,,1358.0,32800
197201,AUSTRALIA,RAAF,1970-03-04,306760,SEADAB,B-57,PHAN RANG,9.413611,104.886944,,0,1115.0,,,0,B57,B57,,,MP 21,20,5.0,CLOSE AIR SUPPORT,5003,1,,D,2RAF,,,SOUTH VIETNAM,,092449N1045313E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP 21,VR,26795159,KINETIC,-1,-1,,,DESTROYED,1115.0,0
197231,AUSTRALIA,RAAF,1970-06-15,306790,SEADAB,B-57,PHAN RANG,11.755,103.164444,CONFIRM ENEMY LOC,6,1035.0,M117 GP BOMB (750) LD,,750,B57,B57,,,MP    51,20,5.0,CLOSE AIR SUPPORT,6438,1,,D,2RAF,,,SOUTH VIETNAM,,114518N1030952E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    51,TT,26795189,KINETIC,-1,-1,,,TARGET,1035.0,49200
197262,AUSTRALIA,RAAF,1970-08-08,306821,SEADAB,B-57,PHAN RANG,14.875,107.969444,,6,1445.0,,,0,B57,B57,,,MP    91,28,5.0,CLOSE AIR SUPPORT,6354,1,,D,2RAF,,,SOUTH VIETNAM,,145230N1075810E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    91,ZB,26795220,KINETIC,-1,-1,,,,1445.0,49200
197616,AUSTRALIA,RAAF,1970-04-28,307175,SEADAB,B-57,PHAN RANG,9.833611,105.720555,FOX HOLES,0,922.0,,,0,B57,B57,,,MP    21,19,5.0,CLOSE AIR SUPPORT,5002,1,,D,2RAF,,,SOUTH VIETNAM,,095001N1054314E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    21,WS,26795574,KINETIC,-1,-1,,,DESTROYED,922.0,0
197631,AUSTRALIA,RAAF,1970-07-14,307190,SEADAB,B-57,PHAN RANG,9.886388,106.63,,0,915.0,,,0,B57,B57,,,MP    21,15,5.0,CLOSE AIR SUPPORT,5001,1,,D,2RAF,,,SOUTH VIETNAM,,095311N1063748E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    21,XS,26795589,KINETIC,-1,-1,,,,915.0,0
197768,AUSTRALIA,RAAF,1970-12-12,307327,SEADAB,B-57,PHAN RANG,16.287222,107.164722,,6,1405.0,,,0,B57G,B57,,,MP    91,16,5.0,CLOSE AIR SUPPORT,6196,1,,D,2RAF,,,SOUTH VIETNAM,,161714N1070953E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    91,VC,26795726,KINETIC,-1,-1,,,,1405.0,49200
