THOR_DATA_VIET_ID,COUNTRYFLYINGMISSION,MILSERVICE,MSNDATE,SOURCEID,SOURCERECORD,VALID_AIRCRAFT_ROOT,TAKEOFFLOCATION,TGTLATDD_DDD_WGS84,TGTLONDDD_DDD_WGS84,TGTTYPE,NUMWEAPONSDELIVERED,TIMEONTARGET,WEAPONTYPE,WEAPONTYPECLASS,WEAPONTYPEWEIGHT,AIRCRAFT_ORIGINAL,AIRCRAFT_ROOT,AIRFORCEGROUP,AIRFORCESQDN,CALLSIGN,FLTHOURS,MFUNC,MFUNC_DESC,MISSIONID,NUMOFACFT,OPERATIONSUPPORTED,PERIODOFDAY,UNIT,TGTCLOUDCOVER,TGTCONTROL,TGTCOUNTRY,TGTID,TGTORIGCOORDS,TGTORIGCOORDSFORMAT,TGTWEATHER,ADDITIONALINFO,GEOZONE,ID,MFUNC_DESC_CLASS,NUMWEAPONSJETTISONED,NUMWEAPONSRETURNED,RELEASEALTITUDE,RELEASEFLTSPEED,RESULTSBDA,TIMEOFFTARGET,WEAPONSLOADEDWEIGHT
67,AUSTRALIA,RAAF,1970-04-24,642843,SEADAB,B-57,PHAN RANG,10.993055,107.656666,,0,1153.0,,,0,B57,B57,,,MP    51,19,5.0,CLOSE AIR SUPPORT,5214,1,,D,2RAF,,,SOUTH VIETNAM,,105935N1073924E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    51,ZS,27131242,KINETIC,-1,-1,,,DAMAGED,1153.0,0
291,AUSTRALIA,RAAF,1971-02-27,647404,SEADAB,A-4,TAN SON NHUT,,,,258,800.0,CARGO (TONS),,0,A4,A4,,,,0,47.0,COMBT CARGO CARRYING,7590,7,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,27135803,NONKINETIC,-1,-1,,,,800.0,0
393,AUSTRALIA,RAAF,1970-11-17,647506,SEADAB,B-57,PHAN RANG,8.964722,105.86888799999998,,0,920.0,,,0,B57G,B57,,,MP    41,20,5.0,CLOSE AIR SUPPORT,6115,1,,D,2RAF,,,SOUTH VIETNAM,,085753N1055208E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    41,WT,27135905,KINETIC,-1,-1,,,DAMAGED,920.0,0
638,AUSTRALIA,RAAF,1970-05-19,647751,SEADAB,B-57,PHAN RANG,10.6375,107.142777,,6,1650.0,,,0,B57,B57,,,MP    61,20,5.0,CLOSE AIR SUPPORT,5201,1,,D,2RAF,,,SOUTH VIETNAM,,103815N1070834E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    61,YS,27136150,KINETIC,-1,-1,,,,1650.0,49200
853,AUSTRALIA,RAAF,1970-02-28,647966,SEADAB,B-57,PHAN RANG,10.815833,105.994444,,6,930.0,,,0,B57,B57,,,MP61,15,5.0,CLOSE AIR SUPPORT,5227,1,,D,2RAF,,,SOUTH VIETNAM,,104857N1055940E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP61,XS,27136365,KINETIC,-1,-1,,,,930.0,49200
867,AUSTRALIA,RAAF,1971-02-03,647980,SEADAB,B-57,PHAN RANG,9.605277,104.8725,,0,830.0,,,0,B57,B57,,,MP    11,23,5.0,CLOSE AIR SUPPORT,6142,1,,D,2RAF,,,SOUTH VIETNAM,,093619N1045221E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    11,VR,27136379,KINETIC,-1,-1,,,,830.0,0
904,AUSTRALIA,RAAF,1970-05-30,648017,SEADAB,B-57,PHAN RANG,10.358888,106.087222,FOX HOLES,0,930.0,,,0,B57,B57,,,MP    31,17,5.0,CLOSE AIR SUPPORT,5012,1,,D,2RAF,,,SOUTH VIETNAM,,102132N1060514E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    31,XS,27136416,KINETIC,-1,-1,,,DESTROYED,930.0,0
1040,AUSTRALIA,RAAF,1971-04-05,648153,SEADAB,B-57,PHAN RANG,15.908055,108.035555,,0,252.0,,,0,B57,B57,,,MAGPIE41,20,5.0,CLOSE AIR SUPPORT,6107,1,,D,2RAF,,,SOUTH VIETNAM,,155429N1080208E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MAGPIE41,BU,27136552,KINETIC,-1,-1,,,RNO FAC W/PASS,252.0,0
1090,AUSTRALIA,RAAF,1970-07-23,648203,SEADAB,A-4,TAN SON NHUT,,,,199,800.0,CARGO (TONS),,0,A4,A4,,,,0,47.0,COMBT CARGO CARRYING,7458,4,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,27136602,NONKINETIC,-1,-1,,,,800.0,0
1181,AUSTRALIA,RAAF,1970-02-15,648294,SEADAB,B-57,PHAN RANG,10.212222,104.621944,,0,823.0,,,0,B57,B57,,,MAGPIE11,18,5.0,CLOSE AIR SUPPORT,5000,1,,D,2RAF,,,SOUTH VIETNAM,,101244N1043719E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MAGPIE11,VS,27136693,KINETIC,-1,-1,,,DESTROYED,823.0,0
1182,AUSTRALIA,RAAF,1970-07-26,648295,SEADAB,A-4,TAN SON NHUT,,,,120,800.0,CARGO (TONS),,0,A4,A4,,,,0,47.0,COMBT CARGO CARRYING,7456,8,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,27136694,NONKINETIC,-1,-1,,,,800.0,0
1325,AUSTRALIA,RAAF,1970-06-03,648438,SEADAB,B-57,PHAN RANG,9.769166,105.718611,,6,945.0,,,0,B57,B57,,,MP    31,14,5.0,CLOSE AIR SUPPORT,5000,1,,D,2RAF,,,SOUTH VIETNAM,,094609N1054307E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    31,WT,27136837,KINETIC,-1,-1,,,,945.0,49200
1333,AUSTRALIA,RAAF,1971-02-17,648446,SEADAB,A-4,TAN SON NHUT,,,,0,800.0,,,0,A4,A4,,,,0,97.0,OTHER,7597,4,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,27136845,NONKINETIC,-1,-1,,,,800.0,0
1354,AUSTRALIA,RAAF,1971-03-23,648467,SEADAB,B-57,PHAN RANG,15.373888,107.5825,,3,1541.0,,,0,B57,B57,,,MP    81,22,5.0,CLOSE AIR SUPPORT,6114,1,,N,2RAF,,,SOUTH VIETNAM,,152226N1073457E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    81,YB,27136866,KINETIC,-1,-1,,,,1541.0,24600
1589,AUSTRALIA,RAAF,1970-12-24,658565,SEADAB,B-57,PHAN RANG,16.4475,107.388611,,3,1608.0,,,0,B57,B57,,,MP    91,18,5.0,CLOSE AIR SUPPORT,6118,1,,D,2RAF,,,SOUTH VIETNAM,,162651N1072319E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    91,VC,27146964,KINETIC,-1,-1,,,,1608.0,24600
1967,AUSTRALIA,RAAF,1970-02-01,658943,SEADAB,A-4,TAN SON NHUT,,,,125,800.0,CARGO (TONS),,0,A4,A4,,,,0,47.0,COMBT CARGO CARRYING,7201,0,,D,RAF,,,,,,,,UNIT: RAF - CALLSIGN:,,27147342,NONKINETIC,-1,-1,,,,800.0,0
2034,AUSTRALIA,RAAF,1970-04-10,659010,SEADAB,B-57,PHAN RANG,9.443611,106.070555,SAMPANS,0,1155.0,,,0,B57,B57,,,7&    31,17,5.0,CLOSE AIR SUPPORT,5006,1,,D,2RAF,,,SOUTH VIETNAM,,092637N1060414E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: 7&    31,XR,27147409,KINETIC,-1,-1,,,DESTROYED,1155.0,0
2081,AUSTRALIA,RAAF,1970-09-06,659057,SEADAB,A-4,TAN SON NHUT,,,,98,800.0,CARGO (TONS),,0,A4,A4,,,,0,47.0,COMBT CARGO CARRYING,7445,4,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,27147456,NONKINETIC,-1,-1,,,,800.0,0
2091,AUSTRALIA,RAAF,1970-04-18,659067,SEADAB,B-57,PHAN RANG,10.666666,107.342222,,2,1140.0,,,0,B57,B57,,,MP    61,16,5.0,CLOSE AIR SUPPORT,5226,1,,D,2RAF,,,SOUTH VIETNAM,,104000N1072032E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    61,YS,27147466,KINETIC,-1,-1,,,,1140.0,16400
2283,AUSTRALIA,RAAF,1970-12-27,659259,SEADAB,B-57,PHAN RANG,15.634444,107.90916599999998,,6,1312.0,,,0,B57,B57,,,MP    51,33,5.0,CLOSE AIR SUPPORT,6139,1,,D,2RAF,,,SOUTH VIETNAM,,153804N1075433E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    51,ZB,27147658,KINETIC,-1,-1,,,,1312.0,49200
2609,AUSTRALIA,RAAF,1970-02-17,659585,SEADAB,B-57,PHAN RANG,11.062222,107.6125,,6,1255.0,,,0,B57,B57,,,MGP   61,14,5.0,CLOSE AIR SUPPORT,5226,1,,D,2RAF,,,SOUTH VIETNAM,,110344N1073645E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MGP   61,YT,27147984,KINETIC,-1,-1,,,,1255.0,49200
2817,AUSTRALIA,RAAF,1970-01-17,659793,SEADAB,B-57,PHAN RANG,10.764166,107.485555,BASE CAMP AREA,6,934.0,M117 GP BOMB (750) LD,,750,B57,B57,,,MGP51,17,5.0,CLOSE AIR SUPPORT,5227,1,,D,2RAF,,,SOUTH VIETNAM,,104551N1072908E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MGP51,YS,27148192,KINETIC,-1,-1,,,NODAMAGE MISS,934.0,49200
3113,AUSTRALIA,RAAF,1970-02-08,673813,SEADAB,B-57,PHAN RANG,10.134444,106.746111,,0,817.0,,,0,B57,B57,,,MGP11,7,3.0,AIR INTERDICTION,5001,1,,D,2RAF,,,SOUTH VIETNAM,,100804N1064446E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MGP11,YS,27162212,KINETIC,-1,-1,,,DAMAGED,817.0,0
3265,AUSTRALIA,RAAF,1970-10-02,673965,SEADAB,B-57,PHAN RANG,10.170277,106.428888,,6,910.0,,,0,B57,B57,,,MP    31,12,5.0,CLOSE AIR SUPPORT,6199,1,,D,2RAF,,,SOUTH VIETNAM,,101013N1062544E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    31,XS,27162364,KINETIC,-1,-1,,,,910.0,49200
3321,AUSTRALIA,RAAF,1971-05-22,674021,SEADAB,B-57,PHAN RANG,14.8475,108.609444,,0,825.0,,,0,B57,B57,,,MP    91,17,5.0,CLOSE AIR SUPPORT,6118,1,,D,2RAF,,,SOUTH VIETNAM,,145051N1083634E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    91,BS,27162420,KINETIC,-1,-1,,,,825.0,0
3407,AUSTRALIA,RAAF,1970-01-04,674107,SEADAB,B-57,PHAN RANG,9.495833,105.058333,,2,940.0,,,0,B57,B57,,,MGP31,26,5.0,CLOSE AIR SUPPORT,5006,1,,D,2RAF,,,SOUTH VIETNAM,,092945N1050330E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MGP31,WT,27162506,KINETIC,-1,-1,,,,940.0,16400
3562,AUSTRALIA,RAAF,1970-01-23,674262,SEADAB,B-57,PHAN RANG,9.386388,104.9225,,0,1621.0,,,0,B57,B57,,,MGP71,25,5.0,CLOSE AIR SUPPORT,5023,1,,D,2RAF,,,SOUTH VIETNAM,,092311N1045521E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MGP71,VR,27162661,KINETIC,-1,-1,,,,1621.0,0
3947,AUSTRALIA,RAAF,1970-11-16,674647,SEADAB,B-57,PHAN RANG,14.1,107.494444,,6,1630.0,,,0,B57,B57,,,MP    81,22,5.0,CLOSE AIR SUPPORT,6114,1,,D,2RAF,,,SOUTH VIETNAM,,140600N1072940E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    81,YA,27163046,KINETIC,-1,-1,,,,1630.0,49200
3981,AUSTRALIA,RAAF,1970-07-08,674681,SEADAB,B-57,PHAN RANG,12.182222,107.127777,LANDING ZONE PREP,6,1610.0,M117 GP BOMB (750) LD,,750,B57,B57,,,MP    91,18,5.0,CLOSE AIR SUPPORT,5307,1,,D,2RAF,,,SOUTH VIETNAM,,121056N1070740E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    91,YU,27163080,KINETIC,-1,-1,,,TARGET,1610.0,49200
4659,AUSTRALIA,RAAF,1970-03-10,675359,SEADAB,B-57,PHAN RANG,8.962222,105.3075,,0,1055.0,,,0,B57,B57,,,MP31,18,5.0,CLOSE AIR SUPPORT,5007,1,,D,2RAF,,,SOUTH VIETNAM,,085744N1051827E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP31,WT,27163758,KINETIC,-1,-1,,,,1055.0,0
4924,AUSTRALIA,RAAF,1971-03-17,694052,SEADAB,B-57,PHAN RANG,16.269722,107.604166,,3,1615.0,,,0,B57,B57,,,MP    81,16,5.0,CLOSE AIR SUPPORT,6186,1,,N,2RAF,,,SOUTH VIETNAM,,161611N1073615E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    81,VC,27182451,KINETIC,-1,-1,,,,1615.0,24600
5066,AUSTRALIA,RAAF,1970-04-21,694194,SEADAB,B-57,PHAN RANG,10.140555,107.375833,,6,953.0,,,0,B57,B57,,,MP    31,20,5.0,CLOSE AIR SUPPORT,5007,1,,D,2RAF,,,SOUTH VIETNAM,,100826N1072233E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    31,YS,27182593,KINETIC,-1,-1,,,,953.0,49200
5221,AUSTRALIA,RAAF,1970-06-17,694349,SEADAB,B-57,PHAN RANG,10.176388,106.303888,,0,925.0,,,0,B57,B57,,,MP    21,14,5.0,CLOSE AIR SUPPORT,5008,1,,D,2RAF,,,SOUTH VIETNAM,,101035N1061814E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    21,XS,27182748,KINETIC,-1,-1,,,DESTROYED,925.0,0
5706,AUSTRALIA,RAAF,1970-12-17,694834,SEADAB,B-57,PHAN RANG,16.348055,107.146666,AUTO WEAPONS\ZPU,0,955.0,,,0,B57G,B57,,,MP    51,25,5.0,CLOSE AIR SUPPORT,6103,1,,D,2RAF,,,SOUTH VIETNAM,,162053N1070848E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    51,VC,27183233,KINETIC,-1,-1,,,RNO NONVISUAL,955.0,0
5978,AUSTRALIA,RAAF,1970-01-03,695106,SEADAB,A-4,TAN SON NHUT,,,,340,800.0,PASSENGERS,,0,A4,A4,,,,138,46.0,COMBT TROOP CARRYING,7200,0,,D,RAF,,,,,,,,UNIT: RAF - CALLSIGN:,,27183505,NONKINETIC,-1,-1,,,,800.0,0
5999,AUSTRALIA,RAAF,1970-08-24,695127,SEADAB,B-57,PHAN RANG,9.844722,105.39861100000002,,6,1505.0,,,0,B57,B57,,,MP    41,20,5.0,CLOSE AIR SUPPORT,6306,1,,D,2RAF,,,SOUTH VIETNAM,,095041N1052355E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    41,WS,27183526,KINETIC,-1,-1,,,,1505.0,49200
6637,AUSTRALIA,RAAF,1970-05-31,700228,SEADAB,B-57,PHAN RANG,9.651944,106.515,,0,840.0,,,0,B57,B57,,,MP    11,12,5.0,CLOSE AIR SUPPORT,5009,1,,D,2RAF,,,SOUTH VIETNAM,,093907N1063054E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    11,XR,27188627,KINETIC,-1,-1,,,,840.0,0
6649,AUSTRALIA,RAAF,1970-03-16,700240,SEADAB,B-57,PHAN RANG,9.494166,104.886944,,0,1050.0,,,0,B57,B57,,,MP31,19,5.0,CLOSE AIR SUPPORT,5007,1,,D,2RAF,,,SOUTH VIETNAM,,092939N1045313E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP31,VR,27188639,KINETIC,-1,-1,,,,1050.0,0
7698,AUSTRALIA,RAAF,1970-05-24,1104147,SEADAB,A-4,TAN SON NHUT,,,,0,800.0,,,0,A4,A4,,,,0,97.0,OTHER,7202,6,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,27592546,NONKINETIC,-1,-1,,,,800.0,0
7753,AUSTRALIA,RAAF,1970-01-05,1104202,SEADAB,B-57,PHAN RANG,9.582777,105.826666,,0,936.0,,,0,B57,B57,,,MGP41,23,5.0,CLOSE AIR SUPPORT,5019,1,,D,2RAF,,,SOUTH VIETNAM,,093458N1054936E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MGP41,WT,27592601,KINETIC,-1,-1,,,,936.0,0
7947,AUSTRALIA,RAAF,1970-03-13,1104396,SEADAB,B-57,PHAN RANG,11.001944,107.668611,,6,1523.0,,,0,B57,B57,,,MP81,22,5.0,CLOSE AIR SUPPORT,5230,1,,D,2RAF,,,SOUTH VIETNAM,,110007N1074007E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP81,ZS,27592795,KINETIC,-1,-1,,,,1523.0,49200
8118,AUSTRALIA,RAAF,1970-08-26,1104567,SEADAB,B-57,PHAN RANG,9.151388,104.968055,,0,950.0,,,0,B57,B57,,,MP    91,21,5.0,CLOSE AIR SUPPORT,6354,1,,D,2RAF,,,SOUTH VIETNAM,,090905N1045805E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    91,VR,27592966,KINETIC,-1,-1,,,DESTROYED,950.0,0
8228,AUSTRALIA,RAAF,1970-08-02,1104677,SEADAB,B-57,PHAN RANG,10.209722,106.296666,,0,1026.0,,,0,B57,B57,,,MP    41,16,5.0,CLOSE AIR SUPPORT,6306,1,,D,2RAF,,,SOUTH VIETNAM,,101235N1061748E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    41,XS,27593076,KINETIC,-1,-1,,,DESTROYED,1026.0,0
8297,AUSTRALIA,RAAF,1971-05-17,1104746,SEADAB,B-57,PHAN RANG,11.755,103.164444,,0,315.0,,,0,B57,B57,,,MP    51,25,5.0,CLOSE AIR SUPPORT,6189,1,,D,2RAF,,,SOUTH VIETNAM,,114518N1030952E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    51,TT,27593145,KINETIC,-1,-1,,,DESTROYED,315.0,0
8394,AUSTRALIA,RAAF,1971-01-02,1123021,SEADAB,B-57,PHAN RANG,16.483333,107.339166,,3,806.0,,,0,B57,B57,,,MP    41,19,5.0,CLOSE AIR SUPPORT,6120,1,,D,2RAF,,,SOUTH VIETNAM,,162900N1072021E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    41,VC,27611420,KINETIC,-1,-1,,,,806.0,24600
8448,AUSTRALIA,RAAF,1971-03-27,1123075,SEADAB,B-57,PHAN RANG,16.175832999999994,107.278611,,6,1218.0,,,0,B57,B57,,,MP    61,19,5.0,CLOSE AIR SUPPORT,6110,1,,N,2RAF,,,SOUTH VIETNAM,,161033N1071643E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    61,VC,27611474,KINETIC,-1,-1,,,,1218.0,49200
8623,AUSTRALIA,RAAF,1970-10-19,1123250,SEADAB,B-57,PHAN RANG,11.497777,106.766111,,6,1623.0,,,0,B57,B57,,,MP    61,17,5.0,CLOSE AIR SUPPORT,6190,1,,D,2RAF,,,SOUTH VIETNAM,,112952N1064558E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    61,YT,27611649,KINETIC,-1,-1,,,,1623.0,49200
8796,AUSTRALIA,RAAF,1970-04-21,1123423,SEADAB,A-4,TAN SON NHUT,,,,282,800.0,PASSENGERS,,0,A4,A4,,,,188,46.0,COMBT TROOP CARRYING,7200,24,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,27611822,NONKINETIC,-1,-1,,,,800.0,0
8919,AUSTRALIA,RAAF,1971-03-05,1123546,SEADAB,A-4,TAN SON NHUT,,,,0,800.0,,,0,A4,A4,,,,0,97.0,OTHER,7576,8,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,27611945,NONKINETIC,-1,-1,,,,800.0,0
8934,AUSTRALIA,RAAF,1970-04-04,1123561,SEADAB,A-4,TAN SON NHUT,,,,112,800.0,CARGO (TONS),,0,A4,A4,,,,0,47.0,COMBT CARGO CARRYING,7201,4,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,27611960,NONKINETIC,-1,-1,,,,800.0,0
9091,AUSTRALIA,RAAF,1971-05-26,1123718,SEADAB,B-57,PHAN RANG,16.811388,107.318055,,0,139.0,,,0,B57,B57,,,MP    51,20,5.0,CLOSE AIR SUPPORT,6110,1,,D,2RAF,,,SOUTH VIETNAM,,164841N1071905E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    51,VC,27612117,KINETIC,-1,-1,,,DESTROYED,139.0,0
9129,AUSTRALIA,RAAF,1970-01-15,1123756,SEADAB,B-57,PHAN RANG,10.045833,106.076944,SAMPANS,0,1623.0,,,0,B57,B57,,,MGP71,17,5.0,CLOSE AIR SUPPORT,5023,1,,D,2RAF,,,SOUTH VIETNAM,,100245N1060437E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MGP71,XS,27612155,KINETIC,-1,-1,,,DESTROYED,1623.0,0
9227,AUSTRALIA,RAAF,1970-03-06,1123854,SEADAB,B-57,PHAN RANG,9.368333,104.876944,,0,1225.0,,,0,B57,B57,,,MP11,20,5.0,CLOSE AIR SUPPORT,5001,1,,D,2RAF,,,SOUTH VIETNAM,,092206N1045237E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP11,VR,27612253,KINETIC,-1,-1,,,,1225.0,0
9554,AUSTRALIA,RAAF,1970-08-12,1124181,SEADAB,B-57,PHAN RANG,13.083611,109.145833,,6,1130.0,,,0,B57,B57,,,MP    71,12,5.0,CLOSE AIR SUPPORT,6350,1,,D,2RAF,,,SOUTH VIETNAM,,130501N1090845E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    71,BQ,27612580,KINETIC,-1,-1,,,,1130.0,49200
9643,AUSTRALIA,RAAF,1970-04-20,1124270,SEADAB,B-57,PHAN RANG,11.031666,107.5675,,6,1459.0,,,0,B57,B57,,,MP    81,18,5.0,CLOSE AIR SUPPORT,5230,1,,D,2RAF,,,SOUTH VIETNAM,,110154N1073403E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    81,YT,27612669,KINETIC,-1,-1,,,,1459.0,49200
9655,AUSTRALIA,RAAF,1970-09-21,1124282,SEADAB,B-57,PHAN RANG,8.9875,104.982777,,0,1017.0,,,0,B57,B57,,,MP    31,17,5.0,CLOSE AIR SUPPORT,6192,1,,D,2RAF,,,SOUTH VIETNAM,,085915N1045858E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    31,VR,27612681,KINETIC,-1,-1,,,DESTROYED,1017.0,0
9795,AUSTRALIA,RAAF,1970-02-04,1124422,SEADAB,B-57,PHAN RANG,9.430555,105.336944,,6,845.0,,,0,B57,B57,,,MGP11,18,5.0,CLOSE AIR SUPPORT,5001,1,,D,2RAF,,,SOUTH VIETNAM,,092550N1052013E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MGP11,WT,27612821,KINETIC,-1,-1,,,,845.0,49200
9961,AUSTRALIA,RAAF,1970-07-29,1145476,SEADAB,B-57,PHAN RANG,9.406388,104.908888,,6,1034.0,,,0,B57,B57,,,MP    41,20,5.0,CLOSE AIR SUPPORT,6306,1,,D,2RAF,,,SOUTH VIETNAM,,092423N1045432E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    41,VR,27633875,KINETIC,-1,-1,,,,1034.0,49200
10515,AUSTRALIA,RAAF,1971-05-20,1146030,SEADAB,B-57,PHAN RANG,16.068333,107.37,AUTO WEAPONS\ZPU,0,345.0,,,0,B57,B57,,,MP    51,32,5.0,CLOSE AIR SUPPORT,6110,1,,D,2RAF,,,SOUTH VIETNAM,,160406N1072212E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    51,VC,27634429,KINETIC,-1,-1,,,RNO ****,345.0,0
10651,AUSTRALIA,RAAF,1971-02-21,1146166,SEADAB,B-57,PHAN RANG,16.646110999999998,106.678611,,6,1240.0,,,0,B57,B57,,,MP    51,24,5.0,CLOSE AIR SUPPORT,6108,1,,D,2RAF,,,SOUTH VIETNAM,,163846N1064043E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    51,XC,27634565,KINETIC,-1,-1,,,,1240.0,49200
10901,AUSTRALIA,RAAF,1970-06-20,1146416,SEADAB,B-57,PHAN RANG,10.14,106.361944,,6,1050.0,,,0,B57,B57,,,MP    31,17,5.0,CLOSE AIR SUPPORT,5007,1,,D,2RAF,,,SOUTH VIETNAM,,100824N1062143E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    31,XS,27634815,KINETIC,-1,-1,,,,1050.0,49200
10951,AUSTRALIA,RAAF,1970-03-22,1146466,SEADAB,B-57,PHAN RANG,10.660277,107.2225,,6,1412.0,M117 GP BOMB (750) LD,,750,B57,B57,,,MP    61,14,5.0,CLOSE AIR SUPPORT,5249,1,,D,2RAF,,,SOUTH VIETNAM,,103937N1071321E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    61,YS,27634865,KINETIC,-1,-1,,,TARGET,1412.0,49200
11122,AUSTRALIA,RAAF,1971-04-25,1146637,SEADAB,A-4,TAN SON NHUT,,,,122,800.0,CARGO (TONS),,0,A4,A4,,,,0,47.0,COMBT CARGO CARRYING,0985,5,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,27635036,NONKINETIC,-1,-1,,,,800.0,0
11505,AUSTRALIA,RAAF,1971-06-28,1168400,SEADAB,A-4,TAN SON NHUT,,,,205,800.0,PASSENGERS,,0,A4,A4,,,,104,46.0,COMBT TROOP CARRYING,0968,12,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,27656799,NONKINETIC,-1,-1,,,,800.0,0
11561,AUSTRALIA,RAAF,1970-10-06,1168456,SEADAB,A-4,TAN SON NHUT,,,,196,800.0,CARGO (TONS),,0,A4,A4,,,,0,47.0,COMBT CARGO CARRYING,7450,9,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,27656855,NONKINETIC,-1,-1,,,,800.0,0
11619,AUSTRALIA,RAAF,1970-11-30,1168514,SEADAB,A-4,TAN SON NHUT,,,,0,800.0,,,0,A4,A4,,,,0,97.0,OTHER,7439,5,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,27656913,NONKINETIC,-1,-1,,,,800.0,0
