,THOR_DATA_VIET_ID,COUNTRYFLYINGMISSION,MILSERVICE,MSNDATE,SOURCEID,SOURCERECORD,VALID_AIRCRAFT_ROOT,TAKEOFFLOCATION,TGTLATDD_DDD_WGS84,TGTLONDDD_DDD_WGS84,TGTTYPE,NUMWEAPONSDELIVERED,TIMEONTARGET,WEAPONTYPE,WEAPONTYPECLASS,WEAPONTYPEWEIGHT,AIRCRAFT_ORIGINAL,AIRCRAFT_ROOT,AIRFORCEGROUP,AIRFORCESQDN,CALLSIGN,FLTHOURS,MFUNC,MFUNC_DESC,MISSIONID,NUMOFACFT,OPERATIONSUPPORTED,PERIODOFDAY,UNIT,TGTCLOUDCOVER,TGTCONTROL,TGTCOUNTRY,TGTID,TGTORIGCOORDS,TGTORIGCOORDSFORMAT,TGTWEATHER,ADDITIONALINFO,GEOZONE,ID,MFUNC_DESC_CLASS,NUMWEAPONSJETTISONED,NUMWEAPONSRETURNED,RELEASEALTITUDE,RELEASEFLTSPEED,RESULTSBDA,TIMEOFFTARGET,WEAPONSLOADEDWEIGHT
3477997,3479704,UNITED STATES OF AMERICA,USN,1973-01-10,1775372,SEADAB,A-7,TONKIN GULF,15.580277,108.153055,,12,205.0,,,0,A7,A7,,,CD O,40,3.0,AIR INTERDICTION,9814,2,,D,774CTG,,,SOUTH VIETNAM,,153449N1080911E,DDMMSSN DDDMMSSE,,UNIT: 774CTG - CALLSIGN: CD O,ZB,28263770,KINETIC,-1,-1,,,,205.0,63720
3568565,3570514,UNITED STATES OF AMERICA,USAF,1972-12-17,898831,SEADAB,AC-130,UBON AB,10.800277,106.841388,TROOPS IN CONTACT,0,1604.0,,,0,AC130,AC130,,,SPECTR18,33,4.0,ARMED RECCE,5216,1,,N,8TFW,,,SOUTH VIETNAM,,104801N1065029E,DDMMSSN DDDMMSSE,,UNIT: 8TFW - CALLSIGN: SPECTR18,YS,27387230,KINETIC,-1,-1,,,TARGET,1604.0,0
1482527,1483635,UNITED STATES OF AMERICA,USMC,1967-04-04,2855259,CACTA6669,A-4,CHU LAI,14.82990669,108.84360490000002,UNKNOWN\UNIDENTIFIED,10,1700.0,250LB MK-81,,260,A4E,A4,,,,9,06,DIRECT AIR SUPPORT,ME011,1,IN COUNTRY,N,M01223,IN CLOUDS,PREBRIEFED TGT,SOUTH VIETNAM,,49PBS683405,##ABC111222,9999,MISSION: VS040485 - CONTROL_TYPE: PREBRIEFED TGT - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),BS,25476039,KINETIC,0,0,,,,1720.0,-1
3940727,3943595,UNITED STATES OF AMERICA,USAF,1973-04-04,971505,SEADAB,AC-130,UBON AB,,,,0,1255.0,,,0,AC130,AC130,,,SPECTRE3,42,4.0,ARMED RECCE,6522,1,,N,8TFW,,,CAMBODIA,,,,,UNIT: 8TFW - CALLSIGN: SPECTRE3,,27459904,KINETIC,-1,-1,,,,1255.0,0
2370233,2371277,UNITED STATES OF AMERICA,USMC,1968-08-10,1445368,CACTA6669,A-4,CHU LAI,15.89178422,108.0186779,TROOPS,2,1445.0,500LB GP MK-82,,500,A4E,A4,,,,11,1.0,STRIKE,ME384,1,IN COUNTRY,N,M01311,CLEAR,TPQ-10,SOUTH VIETNAM,,49PAT81105910,##ABC11112222,0606,MISSION: VS0860559 - CONTROL_TYPE: TPQ-10 - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),BU,24499093,KINETIC,0,0,,,,1448.0,-1
1904903,1905992,UNITED STATES OF AMERICA,USMC,1967-02-12,2329250,CACTA6669,F-4,CHU LAI,15.8441747,108.242379,UNKNOWN\UNIDENTIFIED,0,10.0,MK-11/MK-12,,57,F4B,F4,,,,14,68.0,HELO ESCORT,ME011,2,IN COUNTRY,D,M01323,BROKEN,ABN FWD AIR CNTL,SOUTH VIETNAM,,49PBT050535,##ABC111222,0202HH,MISSION: VS0212175 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),BU,25154788,NONKINETIC,1,500,,,,25.0,-1
1981489,1982573,UNITED STATES OF AMERICA,USAF,1967-06-01,1901557,CACTA6669,F-105,VTBI,,,UNKNOWN\UNIDENTIFIED,0,1315.0,SHRIKE,,395,F105F,F105,,,,30,1.0,STRIKE,JI023,1,ROLLING THUN - ROLLING THUND,N,JAJIX0,OVERCAST,PREBRIEFED TGT,NORTH VIETNAM,,,,,MISSION: RT56C28 - CONTROL_TYPE: PREBRIEFED TGT - RTCOR: UNKNOWN,,24858303,KINETIC,0,1,,,,1341.0,-1
4025660,4028712,UNITED STATES OF AMERICA,USAF,1971-11-01,209281,SEADAB,O-2,PHAN RANG,,,,0,800.0,,,0,O2B,O2,,,,0,74.0,EXTRACTION (GPES),0905,1,,D,9SOS,,,SOUTH VIETNAM,,,,,UNIT: 9SOS - CALLSIGN:,,26697680,NONKINETIC,-1,-1,,,,800.0,0
3248165,3249314,UNITED STATES OF AMERICA,USAF,1971-10-19,1136566,SEADAB,F-105,KORAT,,,,1,446.0,AGM-72 STD AR MISSLE,,1350,F105,F105,,,JUNIOR,57,35.0,ESCORT/COVER,8904,2,,D,388TFW,,,NORTH VIETNAM,,,,,UNIT: 388TFW - CALLSIGN: JUNIOR,,27624965,NONKINETIC,-1,-1,,,,446.0,13670
758499,759607,UNITED STATES OF AMERICA,USAF,1968-03-24,4619614,CACTA6669,AC-47,NAH TRANG,12.19056008,109.156657,AREA\DEPOT,105,2120.0,7.62MM,,6,AC47D,AC47,,,,60,3.0,AIR INTERDICTION,JK004,1,IN COUNTRY - SPOOKY&42,N,JALDA0,,GRND FWD AIR CNTL,SOUTH VIETNAM,,49PBP998482,##ABC111222,0406CM,MISSION: VS03&9672 - CONTROL_TYPE: GRND FWD AIR CNTL - RTCOR: CORPS AREA II (IN-COUNTRY MISSIONS) OR RTE AREA 2 (OUT-OF-COUNTRY MISSIONS),BQ,26255931,KINETIC,0,105,,,,2145.0,-1
4490334,4494476,UNITED STATES OF AMERICA,USAF,1970-03-29,1570493,SEADAB,F-4,KORAT,19.499722,103.908611,,4,744.0,,,0,F4,F4,,,GALLOP,96,1.0,STRIKE,1504,4,,D,388TFW,,,LAOS,,192959N1035431E,DDMMSSN DDDMMSSE,,UNIT: 388TFW - CALLSIGN: GALLOP,UG,28058892,KINETIC,-1,-1,,,,744.0,21240
3650673,3652801,UNITED STATES OF AMERICA,USAF,1973-06-12,1309206,SEADAB,F-111,TAKHLI,11.366388,104.796388,STORAGE AREA,0,2301.0,,,0,F111,F111,,,ELLIS,32,3.0,AIR INTERDICTION,6055,1,,D,474TFW,,,CAMBODIA,,112159N1044747E,DDMMSSN DDDMMSSE,,UNIT: 474TFW - CALLSIGN: ELLIS,VT,27797605,KINETIC,-1,-1,,,RNO ****,2301.0,0
3857172,3859804,UNITED STATES OF AMERICA,USAF,1971-03-20,536723,SEADAB,EB-66,KORAT,,,,0,800.0,,,0,EB66,EB66,,,,7,53.0,MAINTENANCE,7735,1,,D,42TEWS,,,THAILAND,,,,,UNIT: 42TEWS - CALLSIGN:,,27025122,NONKINETIC,-1,-1,,,,800.0,0
104168,104449,UNITED STATES OF AMERICA,USAF,1970-11-25,1671464,SEADAB,B-57,UBON AB,,,,0,1330.0,,,0,B57G,B57,,,RANGY,0,74.0,EXTRACTION (GPES),1003,1,,N,8TFW,,,LAOS,,,,,UNIT: 8TFW - CALLSIGN: RANGY,,28159862,NONKINETIC,-1,-1,,,,1330.0,0
1441525,1442633,UNITED STATES OF AMERICA,USN,1967-07-06,2783716,CACTA6669,A-4,WESTPAC 31,20.547222,105.918055,BRIDGE,0,430.0,,,0,A4C,A4,,,,45,1.0,STRIKE,B0010,3,ROLLING THUN - ROLLING THUND,D,N09939,CLEAR,PREBRIEFED TGT,NORTH VIETNAM,,203250N1055505E,DDMMSSN DDDMMSSE,9999N,MISSION: RT56C - CONTROL_TYPE: PREBRIEFED TGT - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XH,25434945,KINETIC,0,0,,,,431.0,-1
1479647,1480755,UNITED STATES OF AMERICA,USAF,1967-04-04,2850415,CACTA6669,T-28,NAKHON PHANOM,,,UNKNOWN\UNIDENTIFIED,0,0.0,,,0,T28D,T28,,,,25,04,ARMED RECCE,JJ008,1,STEEL TIGER - STEEL TIGER,N,JALWR0,SCATTERED,NONE,LAOS,,,,,MISSION: SLAR174 - CONTROL_TYPE: NONE - RTCOR: UNKNOWN,,25473153,KINETIC,0,0,,,,0.0,-1
1670208,1671314,UNITED STATES OF AMERICA,USN,1969-11-19,2544992,CACTA6669,A-7,WESTPAC 61,15.767,106.758,ANTI-AIRCRAFT,4,240.0,MK20MODO(CS),,25,A7B,A7,,,,41,1.0,STRIKE,R0013,2,STEEL TIGER,D,N09563,OVERCAST,ABN FWD AIR CNTL (TIGER HOUND),LAOS,,15767N106758E,DD.DDDN DDD.DDDE,9999N,MISSION: SL - CONTROL_TYPE: ABN FWD AIR CNTL (TIGER HOUND) - RTCOR: ST/E,VC,25292161,KINETIC,0,0,,,,245.0,-1
1038110,1039218,UNITED STATES OF AMERICA,USAF,1968-02-27,3418524,CACTA6669,A-26,NAKHON PHANOM,20.429,103.81,TROOPS,0,1505.0,50 CAL,,25,A26A,A26,,,,22,1.0,STRIKE,JJ009,1,BARREL ROLL - LA,N,JALWR0,BROKEN,GRND FWD AIR CNTL,LAOS,,20429N103810E,DD.DDDN DDD.DDDE,9999NL,MISSION: BR27-98 - CONTROL_TYPE: GRND FWD AIR CNTL - RTCOR: RTE AREA B (OUT-OF-COUNTRY MISSIONS),UJ,25772716,KINETIC,0,26,,,,1506.0,-1
1289274,1290382,UNITED STATES OF AMERICA,USAF,1966-10-11,3181275,CACTA6669,B-57,DANANG,16.892,107.0,AREA\DEPOT,15,710.0,50 CAL,,25,B57D,B57,,,,0,04,ARMED RECCE,JG034,2,IN COUNTRY - VS,N,JACCLB,CLEAR,ABN FWD AIR CNTL (CRICKET),NORTH VIETNAM,,16892N107000E,DD.DDDN DDD.DDDE,0309NM,MISSION: VS103737 - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),VC,25653970,KINETIC,0,9,,,,720.0,-1
431222,432269,UNITED STATES OF AMERICA,USAF,1968-06-18,4863788,CACTA6669,F-100,BIEN HOA,10.84048507,106.4023467,TROOPS,4,520.0,500LB GP MK-82,,500,F100D,F100,,,,15,5.0,CLOSE AIR SUPPORT,JA019,2,IN COUNTRY - SOUTH VIETNAM,D,JAJJY0,,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PXS53609860,##ABC11112222,0259N,MISSION: VS06-4347 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),XS,26331398,KINETIC,0,0,,,,530.0,-1
1336953,1338061,UNITED STATES OF AMERICA,USMC,1967-05-28,3274772,CACTA6669,A-4,CHU LAI,16.8604372,106.9579826,UNKNOWN\UNIDENTIFIED,0,400.0,,,0,A4E,A4,,,,22,06,DIRECT AIR SUPPORT,ME039,2,IN COUNTRY,D,M01211,CLEAR,PREBRIEFED TGT,SOUTH VIETNAM,,48QYD089650,##ABC111222,9999,MISSION: VS0528115 - CONTROL_TYPE: PREBRIEFED TGT - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),VC,25701783,KINETIC,0,57,,,,410.0,-1
2808254,2809263,UNITED STATES OF AMERICA,USAF,1968-08-20,1095329,CACTA6669,A-37,BIEN HOA,9.11511796,104.9952032,AREA\DEPOT,8,624.0,500LB GP MK-82,,500,A37A,A37,,,,35,03,AIR INTERDICTION,JA027,2,IN COUNTRY - SOUTH VIETNAM,D,JAPNU0,CLEAR,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PVR99800750,##ABC11112222,0305N,MISSION: VS08-5022 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),VR,24187565,KINETIC,0,0,,,,631.0,-1
2027866,2028943,UNITED STATES OF AMERICA,USAF,1969-09-26,1965556,CACTA6669,RF-4,UDORN AB,17.588,106.298,TRUCK PARK\STOP,0,0.0,,,0,RF4C,RF4,,,,0,20,PHOTO RECCE,JS113,1,- THERMAL,D,JBFDQ0,CLEAR,UNKNOWN,NORTH VIETNAM,,17588N106298E,DD.DDDN DDD.DDDE,,MISSION: UEYT679L - CONTROL_TYPE: UNKNOWN - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),XE,24904769,NONKINETIC,0,0,,,,0.0,-1
1060460,1061568,UNITED STATES OF AMERICA,USAF,1967-02-05,3465324,CACTA6669,F-105,KORAT,,,UNKNOWN\UNIDENTIFIED,0,640.0,,,0,F105D,F105,,,,20,1.0,STRIKE,JI011,1,ROLLING THUN - ROLLING THUND,D,JAJJL0,SCATTERED,PREBRIEFED TGT,NORTH VIETNAM,,,,,MISSION: RTIH53C09 - CONTROL_TYPE: PREBRIEFED TGT - RTCOR: UNKNOWN,,25795127,KINETIC,0,0,,,,730.0,-1
174853,175299,UNITED STATES OF AMERICA,USN,1972-09-15,193622,SEADAB,E-2,TONKIN GULF,,,,0,800.0,,,0,E2,E2,,,S,77,41.0,AEW,1319,2,,D,778CTG,,,,,,,,UNIT: 778CTG - CALLSIGN:  S,,26682021,NONKINETIC,-1,-1,,,,800.0,0
1171408,1172516,UNITED STATES OF AMERICA,USAF,1966-01-27,3707823,CACTA6669,A-1,PLEIKU,14.40794942,109.05820959999998,ROAD,10,120.0,100LB GP M-30,,125,A1,A1,,,,80,5.0,CLOSE AIR SUPPORT,J0003,2,IN COUNTRY,D,JAAGD0,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,,49PBR910936,##ABC111222,0409N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA II (IN-COUNTRY MISSIONS) OR RTE AREA 2 (OUT-OF-COUNTRY MISSIONS),BS,25906446,KINETIC,0,0,,,,130.0,-1
4488359,4492497,UNITED STATES OF AMERICA,USAF,1970-04-20,1561716,SEADAB,A-37,BIEN HOA,11.049722,106.509722,,0,1425.0,,,0,A37,A37,,,RAP   25,25,5.0,CLOSE AIR SUPPORT,5202,2,,D,3TFW,,,SOUTH VIETNAM,,110259N1063035E,DDMMSSN DDDMMSSE,,UNIT: 3TFW - CALLSIGN: RAP   25,XT,28050115,KINETIC,-1,-1,,,,1425.0,0
440922,441963,UNITED STATES OF AMERICA,USMC,1969-02-03,4897806,CACTA6669,A-4,CHU LAI,15.82489467,108.1484064,AREA\DEPOT,4,850.0,500BLU11/23/32,,500,A4E,A4,,,,12,5.0,CLOSE AIR SUPPORT,ME337,2,IN COUNTRY,D,M01211,,ABN FWD AIR CNTL,SOUTH VIETNAM,,49PAT94905150,##ABC11112222,0257,MISSION: VS6248 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),BU,26341131,KINETIC,0,0,,,,900.0,-1
4414957,4418930,UNITED STATES OF AMERICA,USAF,1973-08-02,1179393,SEADAB,A-7,KORAT,11.433333,104.803888,,6,248.0,,,0,A7,A7,,,DOOLEY,36,5.0,CLOSE AIR SUPPORT,6662,2,,D,388TFW,,,CAMBODIA,,112600N1044814E,DDMMSSN DDDMMSSE,,UNIT: 388TFW - CALLSIGN: DOOLEY,VT,27667792,KINETIC,-1,-1,,,,248.0,31860
1471711,1472819,UNITED STATES OF AMERICA,USMC,1967-08-01,2836487,CACTA6669,A-6,DANANG,15.41084053,108.4111396,AREA\DEPOT,6,1757.0,500LB GP MK-82,,500,A6A,A6,,,,0,6.0,DIRECT AIR SUPPORT,MX031,1,IN COUNTRY,N,M01242,BROKEN,TPQ-10,SOUTH VIETNAM,,49PBT225053,##ABC111222,9999N,MISSION: VS0801259 - CONTROL_TYPE: TPQ-10 - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),ZB,25465204,KINETIC,0,10,,,,1759.0,-1
1294473,1295581,UNITED STATES OF AMERICA,USAF,1968-12-07,3191309,CACTA6669,AC-47,BIEN HOA,10.97301463,106.8184166,AREA\DEPOT,0,1356.0,7.62MM,,6,AC47D,AC47,,,,0,54.0,AIRBORNE ALERT,JA044,1,IN COUNTRY - SVN-SPOOKY  73,N,JAQOY0,BROKEN,UNKNOWN,SOUTH VIETNAM,,48PXT99001350,##ABC11112222,,MISSION: VS12-4417 - CONTROL_TYPE: UNKNOWN - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),YS,25659180,NONKINETIC,0,80,,,,1440.0,-1
2357591,2358639,UNITED STATES OF AMERICA,USAF,1969-11-20,1430285,CACTA6669,A-37,BIEN HOA,11.1013716,106.2973695,TROOPS,4,925.0,500LB GP MK-82,,500,A37A,A37,,,,30,5.0,CLOSE AIR SUPPORT,JA017,2,IN COUNTRY - SVN HAWK    05,D,JBP880,CLEAR,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PXT42002740,##ABC11112222,9999N,MISSION: VS4339 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),XT,24486432,KINETIC,0,0,,,,940.0,-1
2431904,2432935,UNITED STATES OF AMERICA,USMC,1967-03-18,1519337,CACTA6669,F-8,DANANG,15.20548253,108.6304554,TROOPS,0,755.0,MK-11/MK-12,,57,F8E,F8,,,,14,5.0,CLOSE AIR SUPPORT,MX008,1,IN COUNTRY,D,M01235,CLEAR,ABN FWD AIR CNTL,SOUTH VIETNAM,,49PBS458823,##ABC111222,9997HL,MISSION: VS031838 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),BS,24560854,KINETIC,0,4,,,,800.0,-1
3588717,3590708,UNITED STATES OF AMERICA,USAF,1971-04-17,1070345,SEADAB,F-4,UBON AB,14.659166,106.83888799999998,,15,647.0,,,0,F4,F4,,,OAKLEY,42,1.0,STRIKE,7107,2,,D,8TFW,,,NORTH VIETNAM,,143933N1065020E,DDMMSSN DDDMMSSE,,UNIT: 8TFW - CALLSIGN: OAKLEY,YB,27558744,KINETIC,-1,-1,,,,647.0,79650
343900,344799,UNITED STATES OF AMERICA,USAF,1972-06-11,1078104,SEADAB,F-4,TAKHLI,14.140277,109.050555,,0,450.0,,,0,F4,F4,,,PAL,44,3.0,AIR INTERDICTION,6117,2,,D,49TFW,,,SOUTH VIETNAM,,140825N1090302E,DDMMSSN DDDMMSSE,,UNIT: 49TFW - CALLSIGN: PAL,BR,27566503,KINETIC,-1,-1,,,,450.0,0
3695213,3697431,UNITED STATES OF AMERICA,USAF,1970-11-02,1465477,SEADAB,F-100,PHAN RANG,,,,0,1000.0,,,0,F100,F100,,,TDE   31,36,52.0,TRAINING,4906,2,,D,35TFW,,,SOUTH VIETNAM,,,,,UNIT: 35TFW - CALLSIGN: TDE   31,,27953876,NONKINETIC,-1,-1,,,,1000.0,0
2166319,2167381,UNITED STATES OF AMERICA,USAF,1969-02-19,1655281,CACTA6669,F-100,BIEN HOA,10.7316964,107.2255854,AREA\DEPOT,4,335.0,750LB BLU-1/27,,694,F100D,F100,,,,20,35,ESCORT/COVER,JA009,2,IN COUNTRY - SVN DICE    07,D,JBFBD0,CLEAR,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PYS43708710,##ABC11112222,9999N,MISSION: VS02-4553 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),YS,24670364,NONKINETIC,0,0,,,,350.0,-1
3912858,3915655,UNITED STATES OF AMERICA,USN,1972-10-09,825231,SEADAB,EP-3,DANANG,,,,0,313.0,,,0,EP3,EP3,,,DEEP SEA,204,39.0,ECM,1608,2,,D,TE7023,,,,,,,,UNIT: TE7023 - CALLSIGN: DEEP SEA,,27313630,NONKINETIC,-1,-1,,,,313.0,0
2953387,2954390,UNITED STATES OF AMERICA,USAF,1970-07-29,874158,CACTA6570,A-1,NAKHON PHANOM,17.199582100000004,106.1548309,ANTI-AIRCRAFT,0,1040.0,CBU 30,,5,A1E,A1,,,,124,1.0,STRIKE,JJ009,4,STEEL TIGER - RAVISH,D,JBC3H0,CLEAR,ABN FWD AIR CNTL,LAOS,,48QXE22800200,##ABC11112222,0409HL,MISSION: SL0000 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: ST/E,XE,23951441,KINETIC,0,8,,,,1100.0,-1
2333477,2334525,UNITED STATES OF AMERICA,USN,1966-10-08,1401815,CACTA6669,A-4,WESTPAC 11,18.638888,105.733333,ANTI-AIRCRAFT,0,5.0,5.0IN HE RKT,,132,A4B,A4,,,,11,02,FLAK SUPPRESSION,I0008,1,ROLLING THUN - ROLLING THUND,D,N09707,BROKEN,PREBRIEFED TGT,NORTH VIETNAM,,183820N1054400E,DDMMSSN DDDMMSSE,9997H,MISSION: RT51C92 - CONTROL_TYPE: PREBRIEFED TGT - RTCOR: CORPS AREA II (IN-COUNTRY MISSIONS) OR RTE AREA 2 (OUT-OF-COUNTRY MISSIONS),WF,24462277,KINETIC,0,0,,,,6.0,-1
1930332,1931421,UNITED STATES OF AMERICA,USN,1967-01-18,1832588,CACTA6669,A-4,WESTPAC 63,19.596388,105.795833,BRIDGE,0,820.0,SHRIKE,,395,A4C,A4,,,,18,01,STRIKE,K0035,1,ROLLING THUN - ROLLING THUND,D,N09546,OVERCAST,PREBRIEFED TGT,NORTH VIETNAM,,193547N1054745E,DDMMSSN DDDMMSSE,9996H,MISSION: RTIH51C19 - CONTROL_TYPE: PREBRIEFED TGT - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),WG,24807040,KINETIC,0,1,,,,820.0,-1
1469875,1470983,UNITED STATES OF AMERICA,USAF,1968-05-02,2833237,CACTA6669,F-4,UBON AB,16.833333,106.083333,UNKNOWN\UNIDENTIFIED,10,1754.0,750LB GP M-117,,799,F4D,F4,,,,30,1.0,STRIKE,JV029,2,STEEL TIGER - COMBAT SKYSPOT,N,JAJJJ0,CLEAR,MSQ,LAOS,,165000N1060500E,DDMMSSN DDDMMSSE,0605CL,MISSION: SL791 - CONTROL_TYPE: MSQ - RTCOR: RTE AREA E (OUT-OF-COUNTRY MISSIONS),XC,25463362,KINETIC,0,0,,,,1754.0,-1
3192905,3194013,UNITED STATES OF AMERICA,USMC,1970-04-04,369930,CACTA6570,A-6,DANANG,14.78,108.798,AREA\DEPOT,16,2007.0,500LB GP MK-82,,500,A6A,A6,,,,17,5,CLOSE AIR SUPPORT,MX108,1,IN COUNTRY - RINGNECK77,N,M01225,SCATTERED,TPQ-10,SOUTH VIETNAM,,14780N108798E,DD.DDDN DDD.DDDE,2503NN,MISSION: VS6377 - CONTROL_TYPE: TPQ-10 - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),BS,23827256,KINETIC,0,2,,,,2058.0,-1
1177152,1178260,UNITED STATES OF AMERICA,USMC,1968-10-31,3727626,CACTA6669,EF-10,DANANG,17.233333,107.466666,RADAR,0,1442.0,,,0,EF10B,EF10,,,,23,14.0,ELINT,MX048,1,ROLLING THUN - NORTH VIETNAM,N,M01037,CLEAR,,NORTH VIETNAM,,1714N10728E,DDMMN DDDMME,,MISSION: RT51C840 - CONTROL_TYPE:  - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),YE,25915210,NONKINETIC,0,0,,,,1610.0,-1
2421151,2422182,UNITED STATES OF AMERICA,USN,1969-11-10,1506345,CACTA6669,F-4,WESTPAC 64,13.87025316,107.7774752,TROOPS,0,625.0,,,0,F4J,F4,,,,40,6.0,DIRECT AIR SUPPORT,C0009,2,IN COUNTRY,D,N09097,CLEAR,PREBRIEFED TGT,SOUTH VIETNAM,,48PZA00503500,##ABC11112222,9999N,MISSION: VS - CONTROL_TYPE: PREBRIEFED TGT - RTCOR: CORPS AREA II (IN-COUNTRY MISSIONS) OR RTE AREA 2 (OUT-OF-COUNTRY MISSIONS),ZA,24550084,KINETIC,0,0,,,,635.0,-1
3778251,3780674,UNITED STATES OF AMERICA,USAF,1971-12-19,124890,SEADAB,F-4,UBON AB,,,,0,0.0,,,0,F4,F4,,,OWL,0,,,8039,1,,,8TFW,,,LAOS,,,,,UNIT: 8TFW - CALLSIGN: OWL,,26613289,NONKINETIC,-1,-1,,,,0.0,0
1639809,1640916,UNITED STATES OF AMERICA,USN,1968-06-18,2495910,CACTA6669,A-7,WESTPAC 66,18.329,105.757,CHOKE POINT,0,515.0,BULLPUP B,,1779,A7A,A7,,,,36,1.0,STRIKE,A0004,2,ROLLING THUN,D,N09943,SCATTERED,PREBRIEFED TGT,NORTH VIETNAM,,18329N105757E,DD.DDDN DDD.DDDE,1309H,MISSION: RT57C - CONTROL_TYPE: PREBRIEFED TGT - RTCOR: CORPS AREA II (IN-COUNTRY MISSIONS) OR RTE AREA 2 (OUT-OF-COUNTRY MISSIONS),WF,25261701,KINETIC,200,0,,,,520.0,-1
3583270,3585250,UNITED STATES OF AMERICA,USN,1970-01-06,1031531,SEADAB,F-4,TONKIN GULF,17.400277,105.711666,POL STORAGE,12,823.0,MK 82 GP BOMB (500) LD,,500,F4,F4,,,,31,1.0,STRIKE,1810,2,,D,77CTF,,,LAOS,,172401N1054242E,DDMMSSN DDDMMSSE,,UNIT: 77CTF - CALLSIGN:,WE,27519930,KINETIC,-1,-1,,,SECONDARY FIRE,823.0,63720
3212362,3213470,UNITED STATES OF AMERICA,USN,1970-01-26,43728,CACTA6570,A-4,WESTPAC 19,16.24066767,106.9451863,AREA\DEPOT,12,1350.0,500LB GP MK-82,,500,A4F,A4,,,,36,1.0,STRIKE,H0025,2,STEEL TIGER,N,N09933,,GCI,LAOS,,48PYC08209640,##ABC11112222,9999H,MISSION: SL - CONTROL_TYPE: GCI - RTCOR: ST/E,VC,23847696,KINETIC,0,0,,,,1352.0,-1
1214994,1216102,UNITED STATES OF AMERICA,USAF,1968-09-28,3039383,CACTA6669,F-100,TUY HOA,15.5031145,108.06065259999998,AREA\DEPOT,8,215.0,750LB GP M-117,,799,F100D,F100,,,,30,76.0,LANDING ZONE PREP,JD008,2,IN COUNTRY - IMIT 61,D,JAJIJ0,SCATTERED,ABN FWD AIR CNTL,SOUTH VIETNAM,,49PAT85001600,##ABC11112222,0459N,MISSION: VS045 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),ZB,25578602,KINETIC,0,0,,,,221.0,-1
