,THOR_DATA_VIET_ID,COUNTRYFLYINGMISSION,MILSERVICE,MSNDATE,SOURCEID,SOURCERECORD,VALID_AIRCRAFT_ROOT,TAKEOFFLOCATION,TGTLATDD_DDD_WGS84,TGTLONDDD_DDD_WGS84,TGTTYPE,NUMWEAPONSDELIVERED,TIMEONTARGET,WEAPONTYPE,WEAPONTYPECLASS,WEAPONTYPEWEIGHT,AIRCRAFT_ORIGINAL,AIRCRAFT_ROOT,AIRFORCEGROUP,AIRFORCESQDN,CALLSIGN,FLTHOURS,MFUNC,MFUNC_DESC,MISSIONID,NUMOFACFT,OPERATIONSUPPORTED,PERIODOFDAY,UNIT,TGTCLOUDCOVER,TGTCONTROL,TGTCOUNTRY,TGTID,TGTORIGCOORDS,TGTORIGCOORDSFORMAT,TGTWEATHER,ADDITIONALINFO,GEOZONE,ID,MFUNC_DESC_CLASS,NUMWEAPONSJETTISONED,NUMWEAPONSRETURNED,RELEASEALTITUDE,RELEASEFLTSPEED,RESULTSBDA,TIMEOFFTARGET,WEAPONSLOADEDWEIGHT
919008,920116,UNITED STATES OF AMERICA,USMC,1969-09-25,3998093,CACTA6669,A-6,DANANG,16.48244568,107.1695466,AREA\DEPOT,26,829.0,500LB GP MK-82,,500,A6A,A6,,,,14,5.0,CLOSE AIR SUPPORT,MX025,1,IN COUNTRY - BIRM,D,M01225,,TPQ-10,SOUTH VIETNAM,,48QYD319234,##ABC111222,9998N,MISSION: VS6354 - CONTROL_TYPE: TPQ-10 - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),VC,26029621,KINETIC,0,2,,,,830.0,-1
1378378,1379486,UNITED STATES OF AMERICA,USMC,1966-04-27,2675904,CACTA6669,A-4,CHU LAI,16.21269349,107.9584942,AREA\DEPOT,2,1120.0,250LB MK-81,,260,A4,A4,,,,0,06,DIRECT AIR SUPPORT,M0030,1,IN COUNTRY,N,M01223,CLEAR,TPQ-10,SOUTH VIETNAM,,48PZC166946,##ABC111222,1509N,MISSION: VS - CONTROL_TYPE: TPQ-10 - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),BU,25371657,KINETIC,0,0,,,,1130.0,-1
1024069,1025177,UNITED STATES OF AMERICA,USAF,1968-08-18,3389300,CACTA6669,F-4,DANANG,16.366666,105.994444,TROOPS,5,645.0,750LB GP M-117,,799,F4D,F4,,,,28,1.0,STRIKE,JG709,2,STEEL TIGER - LARIAT,D,JAJJO0,SCATTERED,TPQ-10,LAOS,,162200N1055940E,DDMMSSN DDDMMSSE,6NN,MISSION: SL - CONTROL_TYPE: TPQ-10 - RTCOR: RTE AREA F (OUT-OF-COUNTRY MISSIONS),XC,25758643,KINETIC,0,0,,,,657.0,-1
3755285,3757654,UNITED STATES OF AMERICA,USAF,1972-01-26,1864368,SEADAB,C-7,TAN SON NHUT,,,,0,800.0,,,0,C7,C7,,,,160,97.0,OTHER,0933,24,,D,483TAW,,,SOUTH VIETNAM,,,,,UNIT: 483TAW - CALLSIGN:,,28352766,NONKINETIC,-1,-1,,,,800.0,0
1045271,1046379,UNITED STATES OF AMERICA,USAF,1966-09-20,3433457,CACTA6669,B-57,DANANG,17.67,106.509166,BRIDGE,3,1249.0,250LB M-57,,272,B57B,B57,,,,0,1.0,STRIKE,JG001,1,ROLLING THUN - ROLLING THUND,D,JACCLB,BROKEN,ABN FWD AIR CNTL (CRICKET),NORTH VIETNAM,,174012N1063033E,DDMMSSN DDDMMSSE,0409NM,MISSION: RT51C&71 - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),XE,25779900,KINETIC,0,0,,,,1249.0,-1
200934,201458,UNITED STATES OF AMERICA,USAF,1971-07-11,329191,SEADAB,QU-22,NAKHON PHANOM,,,,0,1530.0,,,0,QU22B,QU22,,,VAMPIRE,61,83.0,LLLTV RECCE,8416,1,,N,56SOW,,,LAOS,,,,,UNIT: 56SOW - CALLSIGN: VAMPIRE,,26817590,NONKINETIC,-1,-1,,,,1530.0,0
506853,507894,UNITED STATES OF AMERICA,USN,1965-11-03,540492,CACTA6570,A-1,ORISKANY (CVA-34),,,UNKNOWN\UNIDENTIFIED,0,0.0,,,0,A1,A1,,,,120,11.0,RES CMBT AIR PATROL,34731,2,ROLLING THUN,,N09676,CLEAR,,NORTH VIETNAM,,,,,MISSION: RT - CONTROL_TYPE:  - RTCOR:,,26407078,KINETIC,0,0,,,,0.0,-1
4368298,4372169,UNITED STATES OF AMERICA,USAF,1971-01-13,933469,SEADAB,OV-10,NAKHON PHANOM,,,,0,1.0,,,0,OV10,OV10,,,,133,97.0,OTHER,7711,5,,D,23TAS,,,THAILAND,,,,,UNIT: 23TAS - CALLSIGN:,,27421868,NONKINETIC,-1,-1,,,,1.0,0
1356526,1357634,UNITED STATES OF AMERICA,USAF,1968-01-03,3313948,CACTA6669,F-100,PHAN RANG,14.31365967,109.1341058,TROOPS,4,20.0,500LB GP MK-82,,500,F100D,F100,,,,30,05,CLOSE AIR SUPPORT,JL011,2,IN COUNTRY - VS,D,JAJKJ0,CLEAR,ABN FWD AIR CNTL,SOUTH VIETNAM,,49PBR991831,##ABC111222,0103HH,MISSION: VS01-2148 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA II (IN-COUNTRY MISSIONS) OR RTE AREA 2 (OUT-OF-COUNTRY MISSIONS),BR,25721411,KINETIC,0,0,,,,27.0,-1
1431721,1432829,UNITED STATES OF AMERICA,USAF,1967-09-25,2766851,CACTA6669,F-100,BIEN HOA,11.26510715,106.476735,BUILDINGS,16,641.0,M-39,,50,F100D,F100,,,,0,5.0,CLOSE AIR SUPPORT,JA014,2,IN COUNTRY - SOUTH VIETNAM,D,JAJHJ0,BROKEN,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PXT615456,##ABC111222,1009N,MISSION: VS9-6859 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),XT,25425111,KINETIC,0,0,,,,646.0,-1
1619148,1620255,UNITED STATES OF AMERICA,USAF,1968-08-25,2463161,CACTA6669,F-4,CAM RANH BAY,12.43997445,107.6198274,TROOPS,6,535.0,500LB GP MK-82,,500,F4C,F4,,,,22,3.0,AIR INTERDICTION,JC014,2,IN COUNTRY - BOXER&01,D,JAJKA0,SCATTERED,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PYU85107650,##ABC11112222,0459,MISSION: VS08&4296 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA II (IN-COUNTRY MISSIONS) OR RTE AREA 2 (OUT-OF-COUNTRY MISSIONS),ZU,25241001,KINETIC,0,0,,,,545.0,-1
3719928,3722202,UNITED STATES OF AMERICA,USN,1972-03-05,1545779,SEADAB,A-4,TONKIN GULF,18.223888,105.0075,,12,1200.0,,,0,A4,A4,,,CD H,40,1.0,STRIKE,9063,2,,N,775CTG,,,LAOS,,181326N1050027E,DDMMSSN DDDMMSSE,,UNIT: 775CTG - CALLSIGN: CD H,WF,28034178,KINETIC,-1,-1,,,,1200.0,63720
1747396,1748486,UNITED STATES OF AMERICA,USAF,1968-09-13,2095655,CACTA6669,F-4,UDORN AB,17.6,106.433333,BUILDINGS,0,0.0,,,0,F4D,F4,,,,0,1.0,STRIKE,JS011,2,ROLLING THUN,D,JAJJZ0,CLEAR,PREBRIEFED TGT,NORTH VIETNAM,,173600N1062600E,DDMMSSN DDDMMSSE,9,MISSION: RT1443 - CONTROL_TYPE: PREBRIEFED TGT - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),XE,24996946,KINETIC,0,631,,,,0.0,-1
366726,367675,UNITED STATES OF AMERICA,USAF,1972-07-11,1659381,SEADAB,O-2,NHA TRANG,,,,0,800.0,,,0,O2,O2,,,,41,53.0,MAINTENANCE,0901,1,,D,21TASS,,,SOUTH VIETNAM,,,,,UNIT: 21TASS - CALLSIGN:,,28147779,NONKINETIC,-1,-1,,,,800.0,0
2968403,2969404,UNITED STATES OF AMERICA,USN,1965-10-23,337907,CACTA6570,F-4,INDEPENDANCE (CVA-62),18.316666,105.85,AREA\DEPOT,16,345.0,5.0IN HE RKT,,132,F4,F4,,,,30,4.0,ARMED RECCE,62098,2,ROLLING THUN,N,N09774,CLEAR,TGT OF OPPORTUNITY,NORTH VIETNAM,,181900N1055100E,DDMMSSN DDDMMSSE,0407H,MISSION: RT - CONTROL_TYPE: TGT OF OPPORTUNITY - RTCOR:,WF,23966455,KINETIC,0,0,,,,352.0,-1
1350073,1351181,UNITED STATES OF AMERICA,USAF,1968-03-10,3301138,CACTA6669,F-100,BIEN HOA,14.51718698,107.5238574,AREA\DEPOT,4,705.0,750LB GP M-117,,799,F100D,F100,,,,32,03,AIR INTERDICTION,JA027,2,IN COUNTRY - SOUTH VIETNAM,D,JAJJY0,CLEAR,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PYB723063,##ABC111222,0709N,MISSION: VS03-2268 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA II (IN-COUNTRY MISSIONS) OR RTE AREA 2 (OUT-OF-COUNTRY MISSIONS),YB,25714946,KINETIC,0,0,,,,709.0,-1
4578801,4583152,UNITED STATES OF AMERICA,USAF,1973-04-27,181821,SEADAB,B-52,ANDERSEN,12.157777,105.712222,,126,1830.0,,,0,B52,B52,,,AQUA,330,61.0,COMBT CARGO AIR  DROP,FZ35,3,,N,4133SW,,,CAMBODIA,,120928N1054244E,DDMMSSN DDDMMSSE,,UNIT: 4133SW - CALLSIGN: AQUA,WU,26670220,NONKINETIC,-1,-1,,,,1830.0,1033200
3642789,3644896,UNITED STATES OF AMERICA,USAF,1970-12-03,1275312,SEADAB,B-57,UBON AB,16.547777,106.275555,,0,1928.0,,,0,B57G,B57,,,BIP,17,1.0,STRIKE,1015,1,,N,8TFW,,,LAOS,,163252N1061632E,DDMMSSN DDDMMSSE,,UNIT: 8TFW - CALLSIGN: BIP,XC,27763711,KINETIC,-1,-1,,,,1928.0,0
548319,549360,UNITED STATES OF AMERICA,USAF,1970-12-19,643690,CACTA6570,RF-4,TAN SON NHUT,17.01429847,107.1135997,AREA\DEPOT,0,415.0,,,0,RF4C,RF4,,,,0,20,PHOTO RECCE,JP004,1,YANKEE TEIM,D,JBFDP0,OVERCAST,,LAOS,,48QYD253822,##ABC111222,,MISSION: YT3367 - CONTROL_TYPE:  - RTCOR: ST/E,YE,26448544,NONKINETIC,0,0,,,,420.0,-1
547711,548752,UNITED STATES OF AMERICA,USAF,1965-10-02,639935,CACTA6570,RF-101,TAN SON NHUT,15.0313487,108.68045759999998,AREA\DEPOT,0,820.0,,,0,RF101,RF101,,,,0,20,PHOTO RECCE,80941,1,IN COUNTRY,D,JAJQPA,SCATTERED,PREBRIEFED TGT,SOUTH VIETNAM,,49PBS50976297,##ABC11112222,9999N,MISSION: VS - CONTROL_TYPE: PREBRIEFED TGT - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),BS,26447936,NONKINETIC,0,0,,,,0.0,-1
4645468,4649979,UNITED STATES OF AMERICA,USN,1972-11-01,527489,SEADAB,A-7,TONKIN GULF,14.379166,108.978055,,16,505.0,,,0,A7,A7,,,CD E,40,4.0,ARMED RECCE,9210,2,,D,775CTG,,,SOUTH VIETNAM,,142245N1085841E,DDMMSSN DDDMMSSE,,UNIT: 775CTG - CALLSIGN: CD E,,27015888,KINETIC,-1,-1,,,,505.0,84960
153026,153422,UNITED STATES OF AMERICA,USN,1971-09-02,80392,SEADAB,EA-3,TONKIN GULF,,,,0,955.0,,,0,EA3B,EA3,,,DEEPC 15,80,14.0,ELINT,1350,1,,D,77CTF,,,,,,,,UNIT: 77CTF - CALLSIGN: DEEPC 15,,26568703,NONKINETIC,-1,-1,,,,955.0,0
2620181,2621208,UNITED STATES OF AMERICA,USN,1966-03-02,1300721,CACTA6669,A-1,RANGER,19.75,107.0,UNKNOWN\UNIDENTIFIED,0,1615.0,,,0,A1,A1,,,,60,11.0,RES CMBT AIR PATROL,R0021,2,ROLLING THUN,D,N09284,CLEAR,NONE,NORTH VIETNAM,,194500N1070000E,DDMMSSN DDDMMSSE,0153H,MISSION: RT - CONTROL_TYPE: NONE - RTCOR: UNKNOWN,,24374604,KINETIC,0,0,,,,1720.0,-1
1038898,1040006,UNITED STATES OF AMERICA,USAF,1969-07-08,3420134,CACTA6669,F-4,UDORN AB,15.933,106.742,BRIDGE,18,0.0,500LB GP MK-82,,500,F4D,F4,,,,0,1.0,STRIKE,JS001,2,ROLLING THUN - DECOR,D,JBJ3D0,OVERCAST,PREBRIEFED TGT,LAOS,,15933N106742E,DD.DDDN DDD.DDDE,6,MISSION: RT1738 - CONTROL_TYPE: PREBRIEFED TGT - RTCOR: RTE AREA F (OUT-OF-COUNTRY MISSIONS),VC,25773504,KINETIC,0,0,,,,0.0,-1
4627712,4632180,UNITED STATES OF AMERICA,USAF,1972-12-28,431726,SEADAB,F-4,UBON AB,18.068611,105.816666,,2,840.0,,,0,F4,F4,,,OAKLEY,28,4.0,ARMED RECCE,7059,2,,D,8TFW,,,NORTH VIETNAM,,180407N1054900E,DDMMSSN DDDMMSSE,,UNIT: 8TFW - CALLSIGN: OAKLEY,WF,26920125,KINETIC,-1,-1,,,,840.0,41040
1204993,1206101,UNITED STATES OF AMERICA,USAF,1967-09-12,3020982,CACTA6669,F-4,UBON AB,,,,7,1845.0,500LB GP MK-82,,500,F4C,F4,,,,33,4.0,ARMED RECCE,JV023,2,ROLLING THUN - ROLLING THUND,N,JAJJT0,CLEAR,NONE,,,,,,MISSION: RT57C52N - CONTROL_TYPE: NONE - RTCOR:,,25568571,KINETIC,0,0,,,,1852.0,-1
1258643,1259751,UNITED STATES OF AMERICA,USAF,1969-03-02,3122654,CACTA6669,F-100,PHAN RANG,11.69203943,106.61381609999998,BUILDINGS,8,915.0,500LB GP MK-82,,500,F100D,F100,,,,28,5.0,CLOSE AIR SUPPORT,JL012,2,IN COUNTRY - BOBCAT 11,D,JBFC00,UNDERCAST,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PXT76209290,##ABC11112222,9994HM,MISSION: VS03-5215 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),XT,25623254,KINETIC,0,0,,,,925.0,-1
3702496,3704729,UNITED STATES OF AMERICA,USAF,1971-02-24,1489111,SEADAB,EC-130,UDORN AB,,,,0,1105.0,,,0,EC130,EC130,,,MOONBEAM,127,45.0,COMMAND/CONTROL,1664,1,,N,432TRW,,,LAOS,,,,,UNIT: 432TRW - CALLSIGN: MOONBEAM,,27977510,NONKINETIC,-1,-1,,,,1105.0,0
1123972,1125080,UNITED STATES OF AMERICA,USAF,1969-06-11,3602107,CACTA6669,A-1,NAKHON PHANOM,19.397222,103.034722,TROOPS,10,1745.0,500BLU11/23/32,,500,A1J,A1,,,,73,1.0,STRIKE,JJ007,2,BARREL ROLL - FIREFLY,N,JBC3H0,CLEAR,ABN FWD AIR CNTL,LAOS,,192350N1030205E,DDMMSSN DDDMMSSE,0709HL,MISSION: BR11&162 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: UNKNOWN,TG,25858836,KINETIC,0,0,,,,1830.0,-1
1474985,1476093,UNITED STATES OF AMERICA,USAF,1969-02-21,2842140,CACTA6669,RF-4,UDORN AB,17.233,106.089,ROAD,0,0.0,,,0,RF4C,RF4,,,,0,20.0,PHOTO RECCE,JS104,1,YANKEE TEIM - OXFORD,D,JBFDQ0,SCATTERED,UNKNOWN,LAOS,,17233N106089E,DD.DDDN DDD.DDDE,,MISSION: YT679K - CONTROL_TYPE: UNKNOWN - RTCOR: RTE AREA E (OUT-OF-COUNTRY MISSIONS),XE,25468484,NONKINETIC,0,0,,,,0.0,-1
2692871,2693898,UNITED STATES OF AMERICA,USAF,1967-08-10,975788,CACTA6669,F-4,CAM RANH BAY,11.60010765,107.4687229,TROOPS,4,410.0,750LB BLU-1/27,,694,F4C,F4,,,,28,5.0,CLOSE AIR SUPPORT,JC011,2,IN COUNTRY - SOUTH VIETNAM,D,JAJJA0,SCATTERED,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PYT695834,##ABC111222,0209N,MISSION: VS8-2985 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),YT,24072037,KINETIC,0,0,,,,422.0,-1
3049445,3050405,UNITED STATES OF AMERICA,USMC,1966-10-30,956374,CACTA6669,F-4,DANANG,16.86460728,106.8989013,UNKNOWN\UNIDENTIFIED,8,1039.0,500LB GP MK-82,,500,F4B,F4,,,,0,6,DIRECT AIR SUPPORT,MX012,1,IN COUNTRY,N,M01115,CLEAR,TPQ-10,SOUTH VIETNAM,,48QYD026654,##ABC111222,0256HM,MISSION: VS1010486 - CONTROL_TYPE: TPQ-10 - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),VC,24052756,KINETIC,0,0,,,,1040.0,-1
3450127,3451765,UNITED STATES OF AMERICA,USAF,1970-01-23,969520,SEADAB,A-1,NAKHON PHANOM,19.328333,103.355833,,4,1725.0,,,0,A1,A1,,,FFLY34,54,5.0,CLOSE AIR SUPPORT,1003,2,,N,56SOW,,,LAOS,,191942N1032121E,DDMMSSN DDDMMSSE,,UNIT: 56SOW - CALLSIGN: FFLY34,UG,27457919,KINETIC,-1,-1,,,,1725.0,21240
640198,641306,UNITED STATES OF AMERICA,USAF,1967-09-09,4274946,CACTA6669,F-100,BIEN HOA,10.79928528,106.8438822,AREA\DEPOT,0,21.0,,,0,F100D,F100,,,,22,76.0,LANDING ZONE PREP,JA006,2,IN COUNTRY - SOUTH VIETNAM,D,JAJJY0,,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PYS019943,##ABC111222,0709HL,MISSION: VS9-2492 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),YS,26137172,KINETIC,0,50,,,,29.0,-1
3460672,3462338,UNITED STATES OF AMERICA,USN,1972-01-02,1654146,SEADAB,F-4,TONKIN GULF,16.758333,105.968055,,4,245.0,,,0,F4,F4,,,CD CS,36,80.0,MUDY,9000,2,,D,776CTG,,,LAOS,,164530N1055805E,DDMMSSN DDDMMSSE,,UNIT: 776CTG - CALLSIGN: CD CS,XC,28142544,NONKINETIC,-1,-1,,,,245.0,21240
802360,803468,UNITED STATES OF AMERICA,USMC,1969-06-23,4775104,CACTA6669,F-4,CHU LAI,16.48031559,107.5946334,ROAD,20,1000.0,500LB GP MK-82,,500,F4B,F4,,,,20,5.0,CLOSE AIR SUPPORT,ME530,2,IN COUNTRY,D,M01314,,ABN FWD AIR CNTL,SOUTH VIETNAM,,48QYD77302370,##ABC11112222,0606HL,MISSION: VS6038 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),VC,26304788,KINETIC,0,0,,,,1010.0,-1
1440046,1441154,UNITED STATES OF AMERICA,USAF,1966-05-23,2781131,CACTA6669,F-100,BIEN HOA,11.12487184,106.4943364,TROOPS,2,515.0,750LB BLU-1/27,,694,F100,F100,,,,30,5.0,CLOSE AIR SUPPORT,J0131,2,IN COUNTRY,D,JAJJU0,OVERCAST,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,,48PXT635301,##ABC111222,0309N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),XT,25433460,KINETIC,0,0,,,,522.0,-1
2441030,2442061,UNITED STATES OF AMERICA,USN,1968-06-16,1530519,CACTA6669,A-6,WESTPAC 65,18.59,105.696,BRIDGE,0,1911.0,,,0,A6A,A6,,,,18,1.0,STRIKE,E0025,1,ROLLING THUN,N,N09728,OVERCAST,PREBRIEFED TGT,NORTH VIETNAM,,18590N105696E,DD.DDDN DDD.DDDE,9999N,MISSION: RT57C - CONTROL_TYPE: PREBRIEFED TGT - RTCOR: CORPS AREA II (IN-COUNTRY MISSIONS) OR RTE AREA 2 (OUT-OF-COUNTRY MISSIONS),WF,24569994,KINETIC,0,0,,,,1912.0,-1
2509837,2510868,UNITED STATES OF AMERICA,USAF,1968-12-10,1177562,CACTA6669,F-105,VTBI,17.187,106.164,ROAD,0,851.0,,,0,F105D,F105,,,,81,01,STRIKE,JR010,3,STEEL TIGER - MANTIS-0053,D,JAJIU0,CLEAR,ABN FWD AIR CNTL (TIGER HOUND),LAOS,,17187N106164E,DD.DDDN DDD.DDDE,1507N,MISSION: SL - CONTROL_TYPE: ABN FWD AIR CNTL (TIGER HOUND) - RTCOR: RTE AREA E (OUT-OF-COUNTRY MISSIONS),XE,24264097,KINETIC,0,0,,,,854.0,-1
4395992,4399933,UNITED STATES OF AMERICA,USAF,1971-03-05,1075282,SEADAB,B-57,UBON AB,17.4425,105.739444,,1,1830.0,,,0,B57G,B57,,,REDBIRD8,20,4.0,ARMED RECCE,1232,1,,N,8TFW,,,LAOS,,172633N1054422E,DDMMSSN DDDMMSSE,,UNIT: 8TFW - CALLSIGN: REDBIRD8,WE,27563681,KINETIC,-1,-1,,,,1830.0,6490
4224223,4227748,UNITED STATES OF AMERICA,USAF,1971-03-24,1243696,SEADAB,F-100,PHAN RANG,16.730555,106.49361100000002,,0,730.0,,,0,F100,F100,,,BLADE,34,1.0,STRIKE,5619,2,,D,35TFW,,,SOUTH VIETNAM,,164350N1062937E,DDMMSSN DDDMMSSE,,UNIT: 35TFW - CALLSIGN: BLADE,XC,27732095,KINETIC,-1,-1,,,DESTROYED,730.0,0
1843337,1844426,UNITED STATES OF AMERICA,USAF,1968-05-14,2236329,CACTA6669,EC-121,KORAT,17.066666,106.283333,SENSOR FIELD,0,123.0,,,0,EC121R,EC121,,,,0,85.0,SEMO,JI501,1,IGLOO WHITE - BATCAT,D,JAQMG0,SCATTERED,UNKNOWN,LAOS,,1704N10617E,DDMMN DDDMME,,MISSION: MS05&0503 - CONTROL_TYPE: UNKNOWN - RTCOR: RTE AREA F (OUT-OF-COUNTRY MISSIONS),XE,25093103,NONKINETIC,0,0,,,,218.0,-1
1623662,1624769,UNITED STATES OF AMERICA,USN,1968-05-06,2470362,CACTA6669,A-4,WESTPAC 65,18.041666,106.116666,ANTI-AIRCRAFT,8,1438.0,500LB GP MK-82,,500,A4E,A4,,,,36,4.0,ARMED RECCE,E0048,2,ROLLING THUN,N,N09482,CLEAR,PREBRIEFED TGT,NORTH VIETNAM,,180230N1060700E,DDMMSSN DDDMMSSE,1409N,MISSION: RT57C - CONTROL_TYPE: PREBRIEFED TGT - RTCOR: CORPS AREA II (IN-COUNTRY MISSIONS) OR RTE AREA 2 (OUT-OF-COUNTRY MISSIONS),XF,25245520,KINETIC,0,0,,,,1440.0,-1
1731170,1732260,UNITED STATES OF AMERICA,USAF,1967-08-04,2645151,CACTA6669,A-26,NAKHON PHANOM,15.844,106.783,TROOPS,12,1305.0,100LB FR M-IA2,,100,A26A,A26,,,,33,4.0,ARMED RECCE,JJ008,1,STEEL TIGER - STEEL TIGER,N,JALWR0,SCATTERED,ABN FWD AIR CNTL,LAOS,,15844N106783E,DD.DDDN DDD.DDDE,9995NL,MISSION: SLAR - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: RTE AREA F (OUT-OF-COUNTRY MISSIONS),VC,25353255,KINETIC,0,0,,,,1337.0,-1
3939034,3941898,UNITED STATES OF AMERICA,USAF,1971-05-29,959349,SEADAB,F-4,DANANG,16.298610999999998,106.595,,3,1500.0,,,0,F4,F4,,,GUN   74,66,2.0,FLAK SUPPRESSION,7717,3,,N,366TFW,,,LAOS,,161755N1063542E,DDMMSSN DDDMMSSE,,UNIT: 366TFW - CALLSIGN: GUN   74,XC,27447748,KINETIC,-1,-1,,,,1500.0,15930
2134674,2135736,UNITED STATES OF AMERICA,USN,1967-12-14,1613631,CACTA6669,EKA-3,WESTPAC 61,19.616666,106.333333,AREA\DEPOT,0,610.0,,,0,EKA3B,EKA3,,,,20,39.0,ECM,R0014,1,ROLLING THUN - ROLLING THUND,D,NA2303,CLEAR,,NORTH VIETNAM,,1937N10620E2032,DDMMSSN DDDMMSSE,,MISSION: RT57A - CONTROL_TYPE:  - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XG,24637361,NONKINETIC,0,0,,,,644.0,-1
2688647,2689674,UNITED STATES OF AMERICA,USAF,1969-10-05,971516,CACTA6669,F-4,KORAT,19.569444,102.872777,TROOPS,6,1240.0,500LB GP MK-82,,500,F4E,F4,,,,50,1.0,STRIKE,JI014,2,BARREL ROLL - CACTUS,D,JBFB90,,ABN FWD AIR CNTL,LAOS,,193410N1025222E,DDMMSSN DDDMMSSE,9999NL,MISSION: BR1864 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: UNKNOWN,TG,24067803,KINETIC,0,0,,,,1252.0,-1
737161,738269,UNITED STATES OF AMERICA,USN,1968-05-18,4553757,CACTA6669,A-4,WESTPAC 31,18.996666,105.595833,WATER VEHICLES,0,1135.0,,,0,A4F,A4,,,,18,1.0,STRIKE,B0026,1,ROLLING THUN,E,N09933,,PREBRIEFED TGT,NORTH VIETNAM,,185948N1053545E,DDMMSSN DDDMMSSE,9998H,MISSION: RT57C - CONTROL_TYPE: PREBRIEFED TGT - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),WF,26234505,KINETIC,0,431,,,,1140.0,-1
4467680,4471763,UNITED STATES OF AMERICA,USN,1970-06-29,1449805,SEADAB,A-7,TONKIN GULF,,,,0,0.0,,,0,A7,A7,,,,0,,,1838,2,,,77CTF,,,LAOS,,,,,UNIT: 77CTF - CALLSIGN:,,27938204,NONKINETIC,-1,-1,,,,0.0,0
177903,178352,UNITED STATES OF AMERICA,USAF,1971-01-06,196675,SEADAB,AC-119,TAN SON NHUT,12.5975,106.679444,,0,1755.0,,,0,AC119K,AC119,,,STINGE82,48,3.0,AIR INTERDICTION,6918,1,,N,17SOS,,,CAMBODIA,,123551N1064046E,DDMMSSN DDDMMSSE,,UNIT: 17SOS - CALLSIGN: STINGE82,XU,26685074,KINETIC,-1,-1,,,,1755.0,0
2233987,2235049,UNITED STATES OF AMERICA,USAF,1966-10-26,1742162,CACTA6669,RF-4,UDORN AB,21.417,105.333,AREA\DEPOT,0,2300.0,,,0,RF4C,RF4,,,,16,21,WEATHER RECCE,JS701,1,- BLUE TREE,D,JAMPL0,SCATTERED,PREBRIEFED TGT,NORTH VIETNAM,,21417N105333E,DD.DDDN DDD.DDDE,,MISSION: UE557S - CONTROL_TYPE: PREBRIEFED TGT - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),WK,24738149,NONKINETIC,0,0,,,,2300.0,-1
