,THOR_DATA_VIET_ID,COUNTRYFLYINGMISSION,MILSERVICE,MSNDATE,SOURCEID,SOURCERECORD,VALID_AIRCRAFT_ROOT,TAKEOFFLOCATION,TGTLATDD_DDD_WGS84,TGTLONDDD_DDD_WGS84,TGTTYPE,NUMWEAPONSDELIVERED,TIMEONTARGET,WEAPONTYPE,WEAPONTYPECLASS,WEAPONTYPEWEIGHT,AIRCRAFT_ORIGINAL,AIRCRAFT_ROOT,AIRFORCEGROUP,AIRFORCESQDN,CALLSIGN,FLTHOURS,MFUNC,MFUNC_DESC,MISSIONID,NUMOFACFT,OPERATIONSUPPORTED,PERIODOFDAY,UNIT,TGTCLOUDCOVER,TGTCONTROL,TGTCOUNTRY,TGTID,TGTORIGCOORDS,TGTORIGCOORDSFORMAT,TGTWEATHER,ADDITIONALINFO,GEOZONE,ID,MFUNC_DESC_CLASS,NUMWEAPONSJETTISONED,NUMWEAPONSRETURNED,RELEASEALTITUDE,RELEASEFLTSPEED,RESULTSBDA,TIMEOFFTARGET,WEAPONSLOADEDWEIGHT
2870776,2871785,VIETNAM (SOUTH),VNAF,1970-08-27,232969,CACTA6570,A-1,BIEN HOA,11.9161157,105.7888275,TROOPS,16,250.0,500LB GP MK-82,,500,A1H,A1,,,,45,3,AIR INTERDICTION,VW002,2,IN COUNTRY,D,V50010,SCATTERED,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PWU85901740,##ABC11112222,0509C,MISSION: VS3454 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),WT,23863683,KINETIC,0,0,,,,300.0,-1
16172,16212,VIETNAM (SOUTH),VNAF,1974-04-08,1215593,SEADAB,U-17,BIEN HOA,,,,0,800.0,,,0,U17,U17,,,,20,38.0,PSYCHOLOGIC WARFARE,0729,1,,D,112LS,,,SOUTH VIETNAM,,,,,UNIT: 112LS - CALLSIGN:,,27703992,NONKINETIC,-1,-1,,,,800.0,0
4011348,4014361,VIETNAM (SOUTH),VNAF,1972-10-03,1830381,SEADAB,CH-47,PHU CAT,,,,0,800.0,,,0,CH47,CH47,,,,37,53.0,MAINTENANCE,0798,3,,D,241HS,,,SOUTH VIETNAM,,,,,UNIT: 241HS - CALLSIGN:,,28318779,NONKINETIC,-1,-1,,,,800.0,0
1519954,1521061,VIETNAM (SOUTH),VNAF,1967-01-17,2921744,CACTA6669,A-1,BINH THUY,10.24839706,106.55852790000002,BUILDINGS,16,610.0,100LB PWP M-47,,105,A1H,A1,,,,60,3.0,AIR INTERDICTION,VB005,4,IN COUNTRY,D,V50040,BETWEEN LAYERS,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PXS710332,##ABC111222,0305N,MISSION: VS4995 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,25513559,KINETIC,0,0,,,,625.0,-1
1630247,1631354,VIETNAM (SOUTH),VNAF,1967-05-30,2480629,CACTA6669,A-1,DANANG,15.62880993,108.357145,TROOPS,6,900.0,250LB M-57,,272,A1H,A1,,,,25,6.0,DIRECT AIR SUPPORT,VY008,2,IN COUNTRY - VS,D,V50020,CLEAR,ABN FWD AIR CNTL,SOUTH VIETNAM,,49PBT170295,##ABC111222,9999NF,MISSION: VS1880 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),ZB,25252123,KINETIC,0,0,,,,940.0,-1
3413607,3415164,VIETNAM (SOUTH),VNAF,1973-05-22,709337,SEADAB,A-1,BIEN HOA,,,,16,800.0,LAU3/MA RKT LCHR (19),,342,A1,A1,,,,152,97.0,OTHER,0763,1,,D,514FS,,,SOUTH VIETNAM,,,,,UNIT: 514FS - CALLSIGN:,,27197736,NONKINETIC,-1,-1,,,,800.0,68960
2047576,2048653,VIETNAM (SOUTH),VNAF,1966-06-06,1993101,CACTA6669,A-1,DANANG,15.67697879,108.3071071,TROOPS,8,300.0,100LB GP M-30,,125,A1,A1,,,,60,03,AIR INTERDICTION,V0001,2,IN COUNTRY,D,V50020,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,,49PBT117349,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),BU,24924526,KINETIC,0,0,,,,310.0,-1
4279113,4282761,VIETNAM (SOUTH),VNAF,1972-12-20,1537038,SEADAB,UH-1,DANANG,,,,69,800.0,PASSENGERS,,0,UH1,UH1,,,,197,48.0,LOG TROOP CARRYING,0804,1,,D,213HS,,,SOUTH VIETNAM,,,,,UNIT: 213HS - CALLSIGN:,,28025437,NONKINETIC,-1,-1,,,,800.0,0
3403636,3405165,VIETNAM (SOUTH),VNAF,1974-05-01,641022,SEADAB,A-37,BINH THUY,,,,5,800.0,MK81 GP BOMB (250),,250,A37,A37,,,,65,3.0,AIR INTERDICTION,0768,1,,D,520FS,,,SOUTH VIETNAM,,,,,UNIT: 520FS - CALLSIGN:,,27129421,KINETIC,-1,-1,,,,800.0,13000
3851152,3853771,VIETNAM (SOUTH),VNAF,1974-04-17,502663,SEADAB,UH-1,DANANG,,,,0,800.0,,,0,UH1,UH1,,,,20,53.0,MAINTENANCE,0790,1,,D,239HS,,,SOUTH VIETNAM,,,,,UNIT: 239HS - CALLSIGN:,,26991062,NONKINETIC,-1,-1,,,,800.0,0
4385519,4389434,VIETNAM (SOUTH),VNAF,1971-01-11,1022149,SEADAB,C-119,TAN SON NHUT,,,,105,800.0,PASSENGERS,,0,C119,C119,,,,48,48.0,LOG TROOP CARRYING,7339,2,,D,413TS,,,SOUTH VIETNAM,,,,,UNIT: 413TS - CALLSIGN:,,27510548,NONKINETIC,-1,-1,,,,800.0,0
90085,90327,VIETNAM (SOUTH),VNAF,1972-10-09,1595816,SEADAB,A-37,BINH THUY,9.803611,105.714166,,0,17.0,,,0,A37,A37,,,PANTHR11,13,5.0,CLOSE AIR SUPPORT,E401,2,,D,520FS,,,SOUTH VIETNAM,,094813N1054251E,DDMMSSN DDDMMSSE,,UNIT: 520FS - CALLSIGN: PANTHR11,WS,28084215,KINETIC,-1,-1,,,,17.0,0
4580585,4584941,VIETNAM (SOUTH),VNAF,1971-02-20,190060,SEADAB,O-1,DANANG,,,,0,800.0,,,0,O1,O1,,,,30,50.0,ADMINISTRATIVE,7354,3,,D,110LS,,,SOUTH VIETNAM,,,,,UNIT: 110LS - CALLSIGN:,,26678459,NONKINETIC,-1,-1,,,,800.0,0
2109562,2110638,VIETNAM (SOUTH),VNAF,1969-06-18,1576970,CACTA6669,A-37,PLEIKU,11.80211231,108.4840422,BASE,12,705.0,500BLU11/23/32,,500,A37A,A37,,,,10,3.0,AIR INTERDICTION,VZ003,3,IN COUNTRY - COMET,D,V50105,BETWEEN LAYERS,ABN FWD AIR CNTL,SOUTH VIETNAM,,49PBP26200580,##ABC11112222,9999NU,MISSION: VS2798 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA II (IN-COUNTRY MISSIONS) OR RTE AREA 2 (OUT-OF-COUNTRY MISSIONS),ZT,24607878,KINETIC,0,0,,,,718.0,-1
4352732,4356569,VIETNAM (SOUTH),VNAF,1970-05-01,850970,SEADAB,AC-47,BINH THUY,10.273611,104.597222,,32,500.0,,,0,AC47,AC47,,,H LONG06,24,5.0,CLOSE AIR SUPPORT,A106,1,,N,817TS,,,SOUTH VIETNAM,,101625N1043550E,DDMMSSN DDDMMSSE,,UNIT: 817TS - CALLSIGN: H LONG06,VS,27339369,KINETIC,-1,-1,,,,500.0,1920
1563774,1564881,VIETNAM (SOUTH),VNAF,1966-08-13,2376496,CACTA6669,A-1,TAN SON NHUT,10.75913062,106.3964822,TROOPS,16,120.0,500BLU11/23/32,,500,A1,A1,,,,30,06,DIRECT AIR SUPPORT,VS002,3,IN COUNTRY,D,V50100,CLEAR,NONE,SOUTH VIETNAM,,48PXS530896,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: NONE - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),XS,25185514,KINETIC,0,0,,,,130.0,-1
2589186,2590213,VIETNAM (SOUTH),VNAF,1967-03-27,1265556,CACTA6669,A-1,BIEN HOA,10.68130613,106.4098396,TROOPS,8,915.0,100LB PWP M-47,,105,A1H,A1,,,,24,06,DIRECT AIR SUPPORT,VW019,2,IN COUNTRY - SOUTH VIETNAM,D,V50030,CLEAR,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PXS545810,##ABC111222,0203H,MISSION: VS3696 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),XS,24343562,KINETIC,0,0,,,,930.0,-1
3228244,3229356,VIETNAM (SOUTH),VNAF,1973-11-13,992187,SEADAB,UH-1,DANANG,,,,150,800.0,PASSENGERS,,0,UH1,UH1,,,,55,45.0,COMMAND/CONTROL,0830,1,,D,213HS,,,SOUTH VIETNAM,,,,,UNIT: 213HS - CALLSIGN:,,27480586,NONKINETIC,-1,-1,,,,800.0,0
188901,189377,VIETNAM (SOUTH),VNAF,1971-10-06,262403,SEADAB,UH-1,BINH THUY,,,,30,800.0,CARGO (TONS),,0,UH1,UH1,,,29,147,48.0,LOG TROOP CARRYING,0762,29,,D,211HS,,,SOUTH VIETNAM,,,,,UNIT: 211HS - CALLSIGN:       29,,26750802,NONKINETIC,-1,-1,,,,800.0,0
3389176,3390663,VIETNAM (SOUTH),VNAF,1971-01-30,534870,SEADAB,UH-1,BIEN HOA,,,,67,800.0,PASSENGERS,,0,UH1,UH1,,,33,183,48,LOG TROOP CARRYING,7433,33,,D,223HS,,,SOUTH VIETNAM,,,,,UNIT: 223HS - CALLSIGN:       33,,27023269,NONKINETIC,-1,-1,,,,800.0,0
3973558,3976495,VIETNAM (SOUTH),VNAF,1972-12-31,1633577,SEADAB,U-17,PLEIKU,,,,0,800.0,,,0,U17,U17,,,,72,50.0,ADMINISTRATIVE,0765,1,,D,118LS,,,SOUTH VIETNAM,,,,,UNIT: 118LS - CALLSIGN:,,28121975,NONKINETIC,-1,-1,,,,800.0,0
313466,314292,VIETNAM (SOUTH),VNAF,1974-12-30,902358,SEADAB,O-1,BINH THUY,,,,0,800.0,,,0,O1,O1,,,,141,36.0,FAC/TAC,0808,1,,D,122LS,,,SOUTH VIETNAM,,,,,UNIT: 122LS - CALLSIGN:,,27390757,NONKINETIC,-1,-1,,,,800.0,0
4291325,4294997,VIETNAM (SOUTH),VNAF,1973-08-21,43084,SEADAB,UH-1,DANANG,,,,4,800.0,PASSENGERS,,0,UH1,UH1,,,,300,48.0,LOG TROOP CARRYING,0809,1,,D,233HS,,,SOUTH VIETNAM,,,,,UNIT: 233HS - CALLSIGN:,,26531395,NONKINETIC,-1,-1,,,,800.0,0
884967,886075,VIETNAM (SOUTH),VNAF,1966-03-07,3914841,CACTA6669,A-1,NHA TRANG,12.67406997,109.1412764,TROOPS,24,35.0,200/260 M81/88,,263,A1,A1,,,,30,03,AIR INTERDICTION,J0003,3,IN COUNTRY,D,V50105,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,,49PBQ985017,##ABC111222,0309N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA II (IN-COUNTRY MISSIONS) OR RTE AREA 2 (OUT-OF-COUNTRY MISSIONS),BQ,25995469,KINETIC,0,0,,,,50.0,-1
4264765,4268384,VIETNAM (SOUTH),VNAF,1971-04-05,1446685,SEADAB,A-37,DANANG,14.631388,107.725,CONFIRM ENEMY LOC,4,200.0,MK81 GP BOMB (250),,250,A37,A37,,,SCORPN21,34,5.0,CLOSE AIR SUPPORT,B187,2,,D,528FS,,,SOUTH VIETNAM,,143753N1074330E,DDMMSSN DDDMMSSE,,UNIT: 528FS - CALLSIGN: SCORPN21,ZB,27935084,KINETIC,-1,-1,,,RNO ****,200.0,10400
361120,362055,VIETNAM (SOUTH),VNAF,1974-08-26,1193604,SEADAB,UH-1,BIEN HOA,,,,0,800.0,,,0,UH1,UH1,,,,20,47.0,COMBT CARGO CARRYING,0834,1,,D,221HS,,,SOUTH VIETNAM,,,,,UNIT: 221HS - CALLSIGN:,,27682003,NONKINETIC,-1,-1,,,,800.0,0
1342237,1343345,VIETNAM (SOUTH),VNAF,1967-05-11,3285248,CACTA6669,A-1,NAH TRANG,11.78300782,107.8188477,TROOPS,0,2300.0,,,0,A1G,A1,,,,23,06,DIRECT AIR SUPPORT,VZ001,1,IN COUNTRY,D,V50105,CLEAR,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PZU075040,##ABC111222,0609NF,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA II (IN-COUNTRY MISSIONS) OR RTE AREA 2 (OUT-OF-COUNTRY MISSIONS),ZT,25707089,KINETIC,0,531,,,,2320.0,-1
695766,696874,VIETNAM (SOUTH),VNAF,1968-11-29,4431500,CACTA6669,A-1,BIEN HOA,9.98567915,106.2470892,TROOPS,2,706.0,750LB GP M-117,,799,A1H,A1,,,,37,3.0,AIR INTERDICTION,VW015,2,IN COUNTRY - SOUTH VIETNAM,D,V50010,,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PXS37000400,##ABC11112222,0309C,MISSION: VS11-4913 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,26192943,KINETIC,0,0,,,,725.0,-1
3320624,3321948,VIETNAM (SOUTH),VNAF,1973-03-08,47919,SEADAB,A-37,BINH THUY,,,,0,800.0,,,0,A37,A37,,,,44,52.0,TRAINING,0771,1,,D,520FS,,,SOUTH VIETNAM,,,,,UNIT: 520FS - CALLSIGN:,,26536230,NONKINETIC,-1,-1,,,,800.0,0
4211714,4215212,VIETNAM (SOUTH),VNAF,1973-12-02,1176508,SEADAB,UH-1,BIEN HOA,,,,15,800.0,CARGO (TONS),,0,UH1,UH1,,,,145,47.0,COMBT CARGO CARRYING,0828,1,,D,221HS,,,SOUTH VIETNAM,,,,,UNIT: 221HS - CALLSIGN:,,27664907,NONKINETIC,-1,-1,,,,800.0,0
72103,72290,VIETNAM (SOUTH),VNAF,1972-06-11,1506780,SEADAB,A-1,BIEN HOA,11.617777,106.655833,,0,420.0,,,0,A1,A1,,,PHOENIXO,23,5.0,CLOSE AIR SUPPORT,D327,2,,D,514FS,,,SOUTH VIETNAM,,113704N1063921E,DDMMSSN DDDMMSSE,,UNIT: 514FS - CALLSIGN: PHOENIXO,XT,27995179,KINETIC,-1,-1,,,DESTROYED,420.0,0
4037053,4040140,VIETNAM (SOUTH),VNAF,1971-08-08,269411,SEADAB,A-1,PLEIKU,13.738055,107.87138799999998,,0,735.0,,,0,A1,A1,,,JUPITR41,9,5.0,CLOSE AIR SUPPORT,C258,2,,D,530FS,,,SOUTH VIETNAM,,134417N1075217E,DDMMSSN DDDMMSSE,,UNIT: 530FS - CALLSIGN: JUPITR41,ZA,26757810,KINETIC,-1,-1,,,DESTROYED,735.0,0
4628807,4633276,VIETNAM (SOUTH),VNAF,1972-09-15,438923,SEADAB,UH-1,BIEN HOA,,,,21,800.0,PASSENGERS,,0,UH1,UH1,,,,158,45.0,COMMAND/CONTROL,0739,27,,D,221HS,,,SOUTH VIETNAM,,,,,UNIT: 221HS - CALLSIGN:,,26927322,NONKINETIC,-1,-1,,,,800.0,0
3249270,3250423,VIETNAM (SOUTH),VNAF,1974-02-24,1144732,SEADAB,A-37,DANANG,,,,0,800.0,,,0,A37,A37,,,,15,52.0,TRAINING,0786,1,,D,516FS,,,SOUTH VIETNAM,,,,,UNIT: 516FS - CALLSIGN:,,27633131,NONKINETIC,-1,-1,,,,800.0,0
3568853,3570802,VIETNAM (SOUTH),VNAF,1973-12-16,904515,SEADAB,UH-1,PLEIKU,,,,0,800.0,,,0,UH1,UH1,,,,5,53.0,MAINTENANCE,0853,1,,D,235HS,,,SOUTH VIETNAM,,,,,UNIT: 235HS - CALLSIGN:,,27392914,NONKINETIC,-1,-1,,,,800.0,0
4540143,4544391,VIETNAM (SOUTH),VNAF,1971-06-22,1833331,SEADAB,A-1,BIEN HOA,,,,0,800.0,,,0,A1,A1,,,,5,53.0,MAINTENANCE,0723,1,,D,518FS,,,SOUTH VIETNAM,,,,,UNIT: 518FS - CALLSIGN:,,28321729,NONKINETIC,-1,-1,,,,800.0,0
3864828,3867479,VIETNAM (SOUTH),VNAF,1971-05-13,570351,SEADAB,A-1,BIEN HOA,11.750833,105.75,,16,500.0,,,0,A1,A1,,,DRAGON B,19,5.0,CLOSE AIR SUPPORT,D333,2,,D,518FS,,,CAMBODIA,,114503N1054500E,DDMMSSN DDDMMSSE,,UNIT: 518FS - CALLSIGN: DRAGON B,WT,27058750,KINETIC,-1,-1,,,,500.0,84960
3301052,3302328,VIETNAM (SOUTH),VNAF,1973-11-19,1510100,SEADAB,EC-47,TAN SON NHUT,,,,0,800.0,,,0,EC47,EC47,,,,150,52.0,TRAINING,0718,1,,D,718RS,,,SOUTH VIETNAM,,,,,UNIT: 718RS - CALLSIGN:,,27998499,NONKINETIC,-1,-1,,,,800.0,0
779951,781059,VIETNAM (SOUTH),VNAF,1967-07-06,4686993,CACTA6669,A-1,BIEN HOA,10.62741926,106.3254913,TROOPS,0,800.0,,,0,A1H,A1,,,,23,3.0,AIR INTERDICTION,VW013,2,IN COUNTRY - SOUTH VIETNAM,D,V50030,,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PXS453750,##ABC111222,0309N,MISSION: VS3211 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),XS,26277486,KINETIC,0,260,,,,805.0,-1
1255079,1256187,VIETNAM (SOUTH),VNAF,1967-08-04,3115834,CACTA6669,A-1,DANANG,,,UNKNOWN\UNIDENTIFIED,32,1700.0,500LB GP M-64,,561,A1H,A1,,,,80,1.0,STRIKE,VY003,4,ROLLING THUN - ROLLING THUND,D,V50020,CLEAR,ABN FWD AIR CNTL,NORTH VIETNAM,,,,,MISSION: RT0804A - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),,25619680,KINETIC,0,0,,,,1745.0,-1
3397734,3399245,VIETNAM (SOUTH),VNAF,1972-04-22,596556,SEADAB,UH-1,BIEN HOA,,,,41,800.0,PASSENGERS,,0,UH1,UH1,,,22,115,45.0,COMMAND/CONTROL,0737,22,,D,223HS,,,SOUTH VIETNAM,,,,,UNIT: 223HS - CALLSIGN:       22,,27084955,NONKINETIC,-1,-1,,,,800.0,0
194185,194684,VIETNAM (SOUTH),VNAF,1972-12-06,285904,SEADAB,A-37,NHA TRANG,13.833611,107.821666,,4,140.0,,,0,A37,A37,,,SIPA  21,30,5.0,CLOSE AIR SUPPORT,C203,2,,D,524FS,,,SOUTH VIETNAM,,135001N1074918E,DDMMSSN DDDMMSSE,,UNIT: 524FS - CALLSIGN: SIPA  21,ZA,26774303,KINETIC,-1,-1,,,,140.0,21240
3670874,3673037,VIETNAM (SOUTH),VNAF,1975-01-11,1377918,SEADAB,UH-1,BIEN HOA,,,,0,800.0,,,0,UH1,UH1,,,,15,48.0,LOG TROOP CARRYING,0766,1,,D,259EH,,,SOUTH VIETNAM,,,,,UNIT: 259EH - CALLSIGN:,,27866317,NONKINETIC,-1,-1,,,,800.0,0
2742394,2743420,VIETNAM (SOUTH),VNAF,1969-05-06,1026392,CACTA6669,F-5,BIEN HOA,11.58700313,106.2848893,TROOPS,2,301.0,M-3,,50,F5C,F5,,,,33,3.0,AIR INTERDICTION,VW010,3,IN COUNTRY - SOUTH VIETNAM,D,V50100,CLEAR,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PXT40408110,##ABC11112222,0509C,MISSION: VS05-3634 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),XT,24121621,KINETIC,0,0,,,,324.0,-1
2021817,2022894,VIETNAM (SOUTH),VNAF,1969-09-15,1957133,CACTA6669,A-37,BINH THUY,10.58309383,106.0940446,CAMP,4,225.0,500LB GP MK-82,,500,A37B,A37,,,,22,3.0,AIR INTERDICTION,VB003,2,IN COUNTRY - PANTHER/31,D,V50040,CLEAR,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PXS20007000,##ABC11112222,0309N,MISSION: VS4155 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,24898708,KINETIC,0,0,,,,235.0,-1
3835601,3838182,VIETNAM (SOUTH),VNAF,1972-07-22,425597,SEADAB,A-1,PLEIKU,,,,0,0.0,,,0,A1,A1,,,JUPITR B,0,,,C266,2,,,530FS,,,SOUTH VIETNAM,,,,,UNIT: 530FS - CALLSIGN: JUPITR B,,26913996,NONKINETIC,-1,-1,,,,0.0,0
4397020,4400964,VIETNAM (SOUTH),VNAF,1972-02-04,1088275,SEADAB,A-37,BINH THUY,9.573611,105.3975,,0,408.0,,,0,A37,A37,,,SATAN 51,20,5.0,CLOSE AIR SUPPORT,E433,2,,D,526FS,,,SOUTH VIETNAM,,093425N1052351E,DDMMSSN DDDMMSSE,,UNIT: 526FS - CALLSIGN: SATAN 51,WT,27576674,KINETIC,-1,-1,,,,408.0,0
3776579,3778999,VIETNAM (SOUTH),VNAF,1972-05-07,118048,SEADAB,A-37,BINH THUY,10.569444,105.873055,,8,225.0,,,0,A37,A37,,,PANTHR31,23,5.0,CLOSE AIR SUPPORT,E406,2,,D,520FS,,,SOUTH VIETNAM,,103410N1055223E,DDMMSSN DDDMMSSE,,UNIT: 520FS - CALLSIGN: PANTHR31,WS,26606447,KINETIC,-1,-1,,,,225.0,20800
4589886,4594262,VIETNAM (SOUTH),VNAF,1972-12-19,235914,SEADAB,A-1,BIEN HOA,11.459722,106.611944,,0,825.0,,,0,A1,A1,,,PHOENX61,30,5.0,CLOSE AIR SUPPORT,D320,2,,D,514FS,,,SOUTH VIETNAM,,112735N1063643E,DDMMSSN DDDMMSSE,,UNIT: 514FS - CALLSIGN: PHOENX61,XT,26724313,KINETIC,-1,-1,,,,825.0,0
622043,623151,VIETNAM (SOUTH),VNAF,1968-08-29,4226335,CACTA6669,A-1,BINH THUY,9.86061822,105.7158005,BUILDINGS,6,205.0,500BLU11/23/32,,500,A1H,A1,,,,33,3.0,AIR INTERDICTION,VB002,2,IN COUNTRY - SPEARHEAD,D,V50040,,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PWR78809000,##ABC11112222,9999N,MISSION: VS4270 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),WS,26118939,KINETIC,0,0,,,,210.0,-1
3597784,3599795,VIETNAM (SOUTH),VNAF,1972-12-03,1116759,SEADAB,UH-1,PHU CAT,,,,0,800.0,,,0,UH1,UH1,,,,20,65.0,CASUALTY EVACUATION,0778,5,,D,243HS,,,SOUTH VIETNAM,,,,,UNIT: 243HS - CALLSIGN:,,27605158,NONKINETIC,-1,-1,,,,800.0,0
2373970,2375011,VIETNAM (SOUTH),VNAF,1969-12-10,1449807,CACTA6669,A-37,NAH TRANG,12.62334961,107.9684894,BUILDINGS,0,920.0,7.62MM,,6,A37B,A37,,,,27,3.0,AIR INTERDICTION,VZ007,2,IN COUNTRY - SIPA 41,D,V50105,BROKEN,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PZU22809720,##ABC11112222,9999NU,MISSION: VS2278 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA II (IN-COUNTRY MISSIONS) OR RTE AREA 2 (OUT-OF-COUNTRY MISSIONS),ZU,24502833,KINETIC,0,20,,,,935.0,-1
61415,61581,VIETNAM (SOUTH),VNAF,1971-06-08,1441467,SEADAB,A-37,BINH THUY,10.185277,106.304722,,8,140.0,,,0,A37,A37,,,SATAN 41,31,5.0,CLOSE AIR SUPPORT,E429,2,,D,526FS,,,SOUTH VIETNAM,,101107N1061817E,DDMMSSN DDDMMSSE,,UNIT: 526FS - CALLSIGN: SATAN 41,XS,27929866,KINETIC,-1,-1,,,,140.0,42480
162995,163413,VIETNAM (SOUTH),VNAF,1974-04-26,126890,SEADAB,CH-47,BIEN HOA,,,,0,800.0,,,0,CH47,CH47,,,,23,97.0,OTHER,0790,1,,D,237HS,,,SOUTH VIETNAM,,,,,UNIT: 237HS - CALLSIGN:,,26615289,NONKINETIC,-1,-1,,,,800.0,0
198534,199047,VIETNAM (SOUTH),VNAF,1973-08-15,308606,SEADAB,UH-1,PLEIKU,,,,0,800.0,,,0,UH1,UH1,,,,25,50.0,ADMINISTRATIVE,0846,1,,D,235HS,,,SOUTH VIETNAM,,,,,UNIT: 235HS - CALLSIGN:,,26797005,NONKINETIC,-1,-1,,,,800.0,0
4206069,4209559,VIETNAM (SOUTH),VNAF,1971-10-22,1142294,SEADAB,A-37,BINH THUY,9.38,104.851388,,0,135.0,,,0,A37,A37,,,SATAN 31,25,5.0,CLOSE AIR SUPPORT,E429,2,,D,526FS,,,SOUTH VIETNAM,,092248N1045105E,DDMMSSN DDDMMSSE,,UNIT: 526FS - CALLSIGN: SATAN 31,VR,27630693,KINETIC,-1,-1,,,,135.0,0
3151768,3152877,VIETNAM (SOUTH),VNAF,1970-01-02,441066,CACTA6570,A-37,BINH THUY,9.13182777,106.0018991,CAMP,6,803.0,250LB MK-81,,260,A37B,A37,,,,20,5,CLOSE AIR SUPPORT,VB008,2,IN COUNTRY - PANTHER-81,D,V50040,,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PXR104095,##ABC111222,9999N,MISSION: VS4811 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XR,23786120,KINETIC,0,0,,,,811.0,-1
3890563,3893295,VIETNAM (SOUTH),VNAF,1972-09-21,711507,SEADAB,UH-1,BINH THUY,,,,6,800.0,CARGO (TONS),,0,UH1,UH1,,,,120,44.0,ARMED HELICOPTER,0793,14,,D,217HS,,,SOUTH VIETNAM,,,,,UNIT: 217HS - CALLSIGN:,,27199906,KINETIC,-1,-1,,,,800.0,0
4126005,4129303,VIETNAM (SOUTH),VNAF,1972-01-02,727416,SEADAB,AC-119,TAN SON NHUT,11.9125,106.065277,,0,1720.0,,,0,AC119G,AC119,,,HACLONG3,37,5.0,CLOSE AIR SUPPORT,A066,1,,N,819CS,,,CAMBODIA,,115445N1060355E,DDMMSSN DDDMMSSE,,UNIT: 819CS - CALLSIGN: HACLONG3,XT,27215815,KINETIC,-1,-1,,,,1720.0,0
